L = 0.03
39.9361 0.0160 0.0000
39.9458 0.0076 0.0000
39.9603 0.0097 0.0000
40.0099 0.0077 0.0000

L = 0.03
0.0197 0.0000 0.0077
0.0247 0.0058 0.0000
0.0433 0.0171 0.0000
0.0632 0.0058 0.0000
0.0640 0.0067 0.0000
0.0744 0.0000 0.0036
0.0796 0.0061 0.0000
0.0838 0.0000 0.0095
0.1194 0.0026 0.0000
0.1607 0.0128 0.0000
0.1872 0.0045 0.0000
0.1976 0.0000 0.0085
0.2298 0.0076 0.0000
0.2466 0.0084 0.0000
0.2776 0.0097 0.0000
0.2812 0.0091 0.0000
0.2889 0.0152 0.0000
0.2916 0.0018 0.0000
0.3018 0.0049 0.0000
0.3410 0.0074 0.0000
0.3771 0.0000 0.0082
0.3797 0.0130 0.0000
0.3806 0.0028 0.0000
0.4011 0.0208 0.0000
0.4177 0.0114 0.0000
0.4194 0.0063 0.0000
0.4263 0.0177 0.0000
0.4316 0.0082 0.0000
0.4460 0.0061 0.0000
0.4470 0.0047 0.0000
0.4888 0.0114 0.0000
0.4920 0.0000 0.0064
0.5105 0.0067 0.0000
0.5872 0.0007 0.0000
0.5952 0.0051 0.0000
0.6061 0.0066 0.0000
0.6860 0.0090 0.0000
0.7219 0.0000 0.0049
0.7243 0.0025 0.0000
0.7806 0.0077 0.0000
0.7968 0.0114 0.0000
0.8015 0.0077 0.0000
0.8943 0.0066 0.0000
0.9021 0.0050 0.0000
0.9109 0.0110 0.0000
0.9350 0.0043 0.0000
0.9661 0.0067 0.0000
1.1169 0.0101 0.0000
1.1260 0.0091 0.0000
1.1585 0.0240 0.0003
1.1814 0.0126 0.0000
1.1832 0.0144 0.0000
1.1891 0.0139 0.0000
1.2298 0.0156 0.0000
1.2334 0.0044 0.0000
1.2443 0.0071 0.0000
1.2864 0.0136 0.0000
1.2970 0.0041 0.0000
1.3508 0.0142 0.0000
1.3679 0.0023 0.0000
1.4473 0.0065 0.0000
1.4721 0.0139 0.0000
1.4758 0.0112 0.0000
1.4792 0.0109 0.0000
1.4973 0.0149 0.0000
1.5955 0.0068 0.0000
1.5993 0.0077 0.0000
1.6078 0.0080 0.0000
1.6359 0.0027 0.0000
1.6597 0.0083 0.0000
1.6628 0.0064 0.0000
1.7007 0.0044 0.0000
1.7098 0.0064 0.0000
1.7633 0.0074 0.0000
1.8359 0.0089 0.0000
1.8374 0.0032 0.0000
1.8406 0.0029 0.0000
1.8970 0.0062 0.0000
1.9101 0.0054 0.0000
1.9175 0.0077 0.0000
1.9249 0.0059 0.0000
1.9881 0.0097 0.0000
2.0778 0.0068 0.0000
2.0871 0.0094 0.0000
2.1049 0.0071 0.0000
2.1211 0.0158 0.0000
2.1314 0.0078 0.0000
2.1474 0.0051 0.0000
2.1677 0.0131 0.0000
2.1922 0.0060 0.0000
2.2021 0.0003 0.0137
2.2181 0.0054 0.0000
2.2207 0.0083 0.0000
2.2447 0.0075 0.0000
2.2581 0.0024 0.0000
2.2625 0.0114 0.0000
2.3143 0.0074 0.0000
2.3405 0.0024 0.0000
2.3904 0.0106 0.0000
2.3955 0.0102 0.0000
2.4241 0.0111 0.0000
2.4680 0.0110 0.0000
2.4998 0.0147 0.0000
2.5288 0.0025 0.0000
2.5754 0.0123 0.0000
2.5820 0.0040 0.0000
2.6651 0.0051 0.0000
2.6715 0.0121 0.0000
2.6719 0.0157 0.0000
2.6869 0.0043 0.0000
2.6973 0.0052 0.0000
2.7057 0.0138 0.0000
2.7594 0.0023 0.0000
2.7808 0.0200 0.0000
2.7924 0.0052 0.0000
2.8264 0.0080 0.0000
2.8330 0.0111 0.0000
2.8339 0.0135 0.0000
2.8607 0.0086 0.0000
2.8924 0.0088 0.0000
2.9032 0.0112 0.0000
2.9248 0.0052 0.0000
2.9373 0.0062 0.0000
2.9530 0.0066 0.0000
3.0175 0.0129 0.0000
3.0555 0.0106 0.0000
3.0654 0.0037 0.0000
3.0778 0.0108 0.0000
3.0958 0.0067 0.0000
3.1124 0.0143 0.0000
3.1174 0.0020 0.0000
3.1537 0.0099 0.0000
3.1553 0.0173 0.0000
3.1631 0.0059 0.0000
3.2416 0.0082 0.0000
3.2553 0.0016 0.0000
3.2601 0.0047 0.0000
3.2637 0.0062 0.0000
3.3384 0.0087 0.0000
3.3704 0.0077 0.0000
3.3953 0.0102 0.0000
3.4514 0.0079 0.0000
3.4748 0.0091 0.0000
3.4933 0.0047 0.0000
3.5421 0.0091 0.0000
3.5630 0.0110 0.0000
3.5690 0.0015 0.0000
3.5994 0.0031 0.0000
3.6105 0.0061 0.0000
3.6266 0.0157 0.0000
3.6534 0.0068 0.0000
3.8681 0.0108 0.0000
3.8781 0.0116 0.0000
3.9222 0.0090 0.0000
3.9372 0.0114 0.0000
3.9468 0.0099 0.0000
3.9709 0.0160 0.0000
4.0219 0.0014 0.0000
4.0419 0.0075 0.0000
4.0435 0.0114 0.0000
4.0437 0.0103 0.0000
4.1039 0.0072 0.0000
4.1458 0.0073 0.0000
4.2229 0.0145 0.0000
4.2252 0.0071 0.0000
4.2378 0.0063 0.0000
4.2708 0.0041 0.0000
4.2850 0.0053 0.0000
4.3705 0.0033 0.0000
4.3938 0.0032 0.0000
4.4057 0.0026 0.0000
4.4098 0.0084 0.0000
4.4383 0.0110 0.0000
4.4500 0.0066 0.0000
4.5091 0.0058 0.0000
4.5281 0.0024 0.0000
4.5789 0.0090 0.0000
4.5860 0.0139 0.0000
4.5964 0.0183 0.0000
4.6148 0.0111 0.0000
4.6485 0.0141 0.0000
4.6501 0.0068 0.0000
4.6890 0.0086 0.0000
4.6986 0.0144 0.0000
4.7152 0.0071 0.0000
4.7194 0.0058 0.0000
4.8204 0.0068 0.0000
4.8272 0.0157 0.0000
4.8398 0.0122 0.0000
4.8951 0.0021 0.0000
4.8981 0.0108 0.0000
4.9552 0.0122 0.0000
4.9673 0.0037 0.0000
5.0154 0.0083 0.0000
5.0176 0.0098 0.0000
5.0234 0.0074 0.0000
5.0235 0.0051 0.0000
5.0366 0.0088 0.0000
5.0400 0.0091 0.0000
5.0404 0.0112 0.0000
5.0505 0.0040 0.0000
5.0939 0.0081 0.0000
5.1165 0.0113 0.0000
5.1639 0.0020 0.0000
5.1924 0.0151 0.0000
5.2197 0.0033 0.0000
5.2682 0.0113 0.0000
5.2750 0.0064 0.0000
5.2818 0.0374 0.0059
5.3215 0.0011 0.0000
5.3550 0.0086 0.0000
5.4050 0.0085 0.0000
5.4206 0.0128 0.0000
5.4356 0.0074 0.0000
5.4690 0.0111 0.0000
5.4909 0.0182 0.0000
5.5607 0.0115 0.0000
5.5610 0.0111 0.0000
5.6092 0.0097 0.0000
5.6195 0.0065 0.0000
5.6345 0.0006 0.0000
5.6699 0.0105 0.0000
5.6818 0.0109 0.0000
5.6835 0.0005 0.0000
5.7061 0.0031 0.0000
5.7089 0.0124 0.0000
5.7141 0.0037 0.0000
5.7690 0.0053 0.0000
5.7717 0.0112 0.0000
5.8017 0.0092 0.0000
5.8251 0.0021 0.0000
5.8650 0.0063 0.0000
5.8917 0.0060 0.0000
5.8971 0.0174 0.0000
5.9084 0.0099 0.0000
5.9292 0.0146 0.0000
6.0001 0.0136 0.0000
6.0111 0.0056 0.0000
6.0117 0.0031 0.0000
6.0481 0.0031 0.0000
6.0776 0.0017 0.0000
6.1087 0.0025 0.0000
6.1288 0.0025 0.0000
6.1378 0.0141 0.0000
6.1569 0.0028 0.0000
6.1630 0.0115 0.0000
6.2361 0.0091 0.0000
6.2414 0.0083 0.0000
6.2680 0.0062 0.0000
6.2900 0.0041 0.0000
6.3064 0.0079 0.0000
6.3175 0.0090 0.0000
6.3439 0.0107 0.0000
6.3756 0.0129 0.0000
6.4219 0.0165 0.0000
6.4473 0.0075 0.0000
6.4610 0.0080 0.0000
6.4782 0.0074 0.0000
6.4940 0.0136 0.0000
6.5000 0.0132 0.0000
6.5434 0.0095 0.0000
6.5614 0.0102 0.0000
6.5963 0.0170 0.0000
6.6185 0.0016 0.0000
6.6829 0.0050 0.0000
6.6863 0.0106 0.0000
6.6999 0.0116 0.0000
6.7010 0.0021 0.0000
6.7096 0.0117 0.0000
6.7409 0.0024 0.0000
6.7988 0.0056 0.0000
6.8133 0.0173 0.0000
6.8136 0.0126 0.0000
6.8631 0.0105 0.0000
6.8828 0.0105 0.0000
6.9217 0.0100 0.0000
6.9280 0.0083 0.0000
6.9327 0.0203 0.0000
6.9432 0.0145 0.0000
6.9720 0.0094 0.0000
7.1079 0.0118 0.0000
7.1083 0.0105 0.0000
7.1566 0.0033 0.0000
7.1751 0.0113 0.0000
7.1803 0.0122 0.0000
7.2234 0.0109 0.0000
7.2413 0.0117 0.0000
7.2423 0.0091 0.0000
7.3563 0.0077 0.0000
7.3604 0.0139 0.0000
7.3918 0.0109 0.0000
7.4318 0.0048 0.0000
7.4507 0.0070 0.0000
7.4676 0.0035 0.0000
7.4821 0.0115 0.0000
7.4821 0.0055 0.0000
7.4853 0.0039 0.0000
7.4961 0.0131 0.0000
7.5034 0.0094 0.0000
7.5402 0.0036 0.0000
7.5851 0.0022 0.0000
7.6713 0.0066 0.0000
7.6856 0.0072 0.0000
7.7275 0.0162 0.0000
7.7359 0.0024 0.0000
7.7414 0.0133 0.0000
7.7584 0.0046 0.0000
7.7786 0.0026 0.0000
7.7862 0.0045 0.0000
7.7959 0.0068 0.0000
7.8252 0.0088 0.0000
7.9181 0.0144 0.0000
7.9745 0.0032 0.0000
7.9891 0.0053 0.0000
7.9926 0.0130 0.0000
8.0001 0.0105 0.0000
8.0095 0.0075 0.0000
8.1080 0.0102 0.0000
8.1548 0.0044 0.0000
8.1827 0.0034 0.0000
8.1978 0.0032 0.0203
8.2231 0.0078 0.0000
8.2590 0.0080 0.0000
8.3066 0.0024 0.0000
8.3243 0.0085 0.0000
8.3480 0.0018 0.0000
8.3527 0.0122 0.0000
8.3655 0.0142 0.0000
8.3714 0.0037 0.0000
8.4069 0.0081 0.0000
8.4139 0.0052 0.0000
8.4723 0.0087 0.0000
8.4864 0.0101 0.0000
8.4899 0.0090 0.0000
8.5099 0.0110 0.0000
8.5502 0.0116 0.0000
8.5746 0.0048 0.0000
8.5812 0.0063 0.0000
8.5996 0.0063 0.0000
8.6110 0.0108 0.0000
8.6287 0.0052 0.0000
8.6452 0.0053 0.0000
8.6760 0.0038 0.0000
8.6814 0.0100 0.0000
8.6912 0.0174 0.0000
8.7020 0.0156 0.0000
8.7399 0.0092 0.0000
8.7881 0.0094 0.0000
8.8121 0.0043 0.0000
8.8219 0.0158 0.0000
8.8332 0.0085 0.0000
8.8433 0.0059 0.0000
8.8457 0.0122 0.0000
8.8823 0.0095 0.0000
8.8972 0.0128 0.0000
8.9010 0.0067 0.0000
8.9225 0.0071 0.0000
8.9290 0.0106 0.0000
8.9557 0.0055 0.0000
9.0485 0.0121 0.0000
9.1057 0.0091 0.0000
9.1374 0.0147 0.0000
9.1394 0.0025 0.0000
9.1429 0.0073 0.0000
9.1700 0.0036 0.0000
9.1872 0.0027 0.0000
9.1940 0.0109 0.0000
9.2081 0.0054 0.0000
9.2237 0.0076 0.0000
9.3384 0.0108 0.0000
9.4178 0.0068 0.0000
9.4484 0.0109 0.0000
9.4951 0.0080 0.0000
9.5816 0.0147 0.0000
9.6120 0.0146 0.0000
9.7068 0.0040 0.0000
9.7444 0.0134 0.0000
9.8081 0.0064 0.0000
9.8232 0.0018 0.0000
9.8272 0.0088 0.0000
9.8301 0.0113 0.0000
9.8746 0.0043 0.0000
9.8774 0.0096 0.0000
9.8833 0.0084 0.0000
9.8885 0.0093 0.0000
9.8957 0.0080 0.0000
9.9282 0.0085 0.0000
9.9630 0.0052 0.0000
9.9668 0.0086 0.0000
9.9953 0.0086 0.0000
9.9977 0.0121 0.0000
10.0222 0.0017 0.0000
10.0299 0.0082 0.0000
10.0488 0.0036 0.0000
10.0531 0.0064 0.0000
10.0798 0.0125 0.0000
10.0968 0.0072 0.0000
10.1414 0.0107 0.0000
10.1815 0.0031 0.0000
10.3228 0.0100 0.0000
10.3346 0.0075 0.0000
10.4132 0.0026 0.0000
10.4473 0.0023 0.0000
10.4568 0.0035 0.0000
10.4583 0.0063 0.0000
10.5096 0.0122 0.0000
10.5374 0.0100 0.0000
10.5432 0.0114 0.0000
10.6222 0.0093 0.0000
10.6600 0.0068 0.0000
10.6621 0.0057 0.0000
10.6915 0.0046 0.0000
10.7904 0.0194 0.0000
10.7951 0.0043 0.0000
10.7957 0.0034 0.0000
10.8035 0.0087 0.0000
10.8187 0.0027 0.0000
10.8535 0.0093 0.0000
10.8640 0.0079 0.0000
10.9369 0.0105 0.0000
10.9506 0.0066 0.0000
10.9686 0.0094 0.0000
11.0228 0.0064 0.0000
11.1062 0.0129 0.0000
11.1767 0.0036 0.0000
11.1884 0.0048 0.0000
11.3518 0.0077 0.0000
11.3894 0.0132 0.0000
11.3909 0.0106 0.0000
11.4093 0.0119 0.0000
11.4494 0.0124 0.0000
11.4557 0.0006 0.0000
11.4665 0.0091 0.0000
11.5227 0.0053 0.0000
11.5414 0.0035 0.0000
11.5502 0.0084 0.0000
11.6139 0.0082 0.0000
11.6230 0.0063 0.0000
11.6567 0.0088 0.0000
11.6761 0.0117 0.0000
11.6763 0.0076 0.0000
11.6914 0.0057 0.0000
11.7215 0.0093 0.0000
11.7465 0.0099 0.0000
11.7554 0.0076 0.0000
11.7753 0.0042 0.0000
11.8009 0.0194 0.0000
11.8339 0.0162 0.0000
11.8695 0.0028 0.0000
11.8785 0.0095 0.0000
11.8993 0.0088 0.0000
11.9227 0.0083 0.0000
11.9359 0.0067 0.0000
11.9484 0.0028 0.0000
11.9695 0.0086 0.0000
11.9715 0.0056 0.0000
12.0263 0.0030 0.0000
12.0301 0.0081 0.0000
12.0383 0.0094 0.0000
12.0422 0.0040 0.0000
12.0436 0.0075 0.0000
12.0659 0.0115 0.0000
12.0732 0.0061 0.0000
12.1047 0.0031 0.0000
12.1302 0.0043 0.0000
12.1357 0.0089 0.0000
12.2226 0.0084 0.0000
12.2543 0.0023 0.0000
12.2789 0.0004 0.0000
12.2873 0.0103 0.0000
12.2901 0.0032 0.0000
12.3007 0.0086 0.0000
12.3110 0.0129 0.0000
12.3501 0.0084 0.0000
12.4085 0.0084 0.0000
12.4324 0.0083 0.0000
12.4560 0.0155 0.0000
12.4602 0.0056 0.0000
12.4830 0.0114 0.0000
12.5250 0.0017 0.0000
12.5307 0.0041 0.0000
12.5312 0.0065 0.0000
12.5398 0.0043 0.0000
12.5494 0.0074 0.0000
12.5624 0.0013 0.0000
12.5751 0.0044 0.0000
12.6017 0.0090 0.0000
12.6142 0.0104 0.0000
12.6177 0.0115 0.0000
12.6459 0.0023 0.0000
12.6708 0.0104 0.0000
12.6711 0.0056 0.0000
12.6794 0.0077 0.0000
12.7199 0.0129 0.0000
12.7379 0.0111 0.0000
12.7630 0.0038 0.0000
12.8074 0.0082 0.0000
12.8329 0.0063 0.0000
12.8500 0.0066 0.0000
12.8561 0.0074 0.0000
12.9734 0.0078 0.0000
13.0004 0.0063 0.0000
13.0051 0.0071 0.0000
13.0053 0.0144 0.0000
13.0649 0.0045 0.0000
13.0745 0.0071 0.0000
13.0752 0.0092 0.0000
13.0938 0.0120 0.0000
13.1255 0.0067 0.0000
13.1371 0.0109 0.0000
13.1657 0.0100 0.0000
13.1720 0.0051 0.0000
13.2470 0.0156 0.0000
13.2575 0.0059 0.0000
13.2741 0.0054 0.0000
13.2752 0.0127 0.0000
13.2945 0.0194 0.0000
13.3007 0.0071 0.0000
13.3239 0.0079 0.0000
13.3347 0.0099 0.0000
13.3374 0.0032 0.0000
13.3384 0.0049 0.0000
13.3401 0.0054 0.0000
13.3524 0.0057 0.0000
13.3810 0.0061 0.0000
13.3920 0.0117 0.0000
13.4177 0.0009 0.0000
13.4295 0.0011 0.0000
13.4757 0.0139 0.0000
13.5005 0.0083 0.0000
13.5720 0.0023 0.0000
13.5755 0.0081 0.0000
13.6348 0.0093 0.0000
13.7738 0.0061 0.0000
13.7793 0.0018 0.0000
13.8382 0.0082 0.0000
13.9243 0.0076 0.0000
14.0283 0.0111 0.0000
14.0852 0.0078 0.0000
14.0921 0.0051 0.0000
14.0934 0.0020 0.0000
14.1404 0.0089 0.0000
14.1757 0.0073 0.0000
14.2332 0.0038 0.0259
14.3196 0.0066 0.0000
14.3315 0.0093 0.0000
14.3356 0.0075 0.0000
14.3671 0.0110 0.0000
14.3758 0.0044 0.0000
14.4133 0.0127 0.0000
14.4562 0.0061 0.0000
14.4669 0.0045 0.0000
14.4894 0.0051 0.0000
14.4952 0.0124 0.0000
14.5055 0.0094 0.0000
14.5327 0.0136 0.0000
14.6006 0.0182 0.0000
14.6040 0.0173 0.0000
14.6049 0.0048 0.0000
14.6123 0.0089 0.0000
14.6296 0.0026 0.0000
14.6901 0.0115 0.0000
14.6920 0.0033 0.0000
14.7157 0.0072 0.0000
14.7365 0.0165 0.0000
14.7749 0.0029 0.0000
14.8262 0.0067 0.0000
14.8392 0.0036 0.0000
14.9316 0.0051 0.0000
14.9322 0.0123 0.0000
14.9418 0.0052 0.0000
14.9560 0.0107 0.0000
14.9683 0.0086 0.0000
14.9818 0.0041 0.0000
14.9965 0.0085 0.0000
15.0174 0.0102 0.0000
15.0205 0.0027 0.0000
15.0466 0.0083 0.0000
15.0688 0.0018 0.0000
15.0742 0.0040 0.0000
15.1029 0.0105 0.0000
15.1104 0.0145 0.0000
15.1134 0.0112 0.0000
15.1371 0.0106 0.0000
15.1624 0.0069 0.0000
15.1857 0.0022 0.0000
15.2129 0.0075 0.0000
15.2403 0.0081 0.0000
15.2890 0.0099 0.0000
15.3438 0.0051 0.0000
15.3466 0.0028 0.0000
15.3578 0.0052 0.0000
15.4023 0.0200 0.0000
15.4294 0.0040 0.0000
15.4533 0.0063 0.0000
15.4998 0.0023 0.0000
15.5191 0.0025 0.0000
15.5478 0.0120 0.0000
15.6149 0.0098 0.0000
15.6178 0.0084 0.0000
15.6185 0.0111 0.0000
15.6542 0.0041 0.0000
15.6577 0.0075 0.0000
15.6986 0.0071 0.0000
15.7374 0.0056 0.0000
15.8621 0.0015 0.0000
15.9615 0.0011 0.0000
15.9863 0.0025 0.0000
15.9892 0.0093 0.0000
15.9924 0.0070 0.0000
16.0024 0.0113 0.0000
16.0115 0.0034 0.0000
16.0319 0.0226 0.0000
16.0328 0.0072 0.0000
16.0624 0.0179 0.0000
16.0981 0.0090 0.0000
16.1083 0.0084 0.0000
16.1307 0.0019 0.0000
16.1373 0.0088 0.0000
16.1622 0.0052 0.0000
16.1853 0.0119 0.0000
16.2852 0.0077 0.0000
16.3214 0.0082 0.0000
16.3291 0.0097 0.0000
16.3524 0.0127 0.0000
16.3600 0.0062 0.0000
16.3786 0.0068 0.0000
16.3860 0.0099 0.0000
16.3866 0.0179 0.0000
16.3929 0.0177 0.0000
16.4007 0.0016 0.0000
16.4043 0.0108 0.0000
16.4255 0.0081 0.0000
16.4345 0.0117 0.0000
16.4403 0.0113 0.0000
16.4743 0.0142 0.0000
16.5085 0.0074 0.0000
16.5333 0.0073 0.0000
16.6135 0.0069 0.0000
16.6224 0.0070 0.0000
16.6312 0.0078 0.0000
16.6582 0.0081 0.0000
16.6696 0.0039 0.0000
16.7241 0.0118 0.0000
16.7761 0.0102 0.0000
16.7852 0.0101 0.0000
16.7855 0.0052 0.0000
16.8144 0.0065 0.0000
16.8321 0.0026 0.0000
16.8861 0.0042 0.0000
16.8991 0.0097 0.0000
16.9529 0.0063 0.0000
16.9699 0.0113 0.0000
16.9986 0.0060 0.0000
17.0064 0.0053 0.0000
17.0304 0.0119 0.0000
17.0377 0.0102 0.0000
17.0669 0.0075 0.0000
17.1065 0.0044 0.0000
17.1416 0.0005 0.0000
17.2480 0.0095 0.0000
17.3073 0.0050 0.0000
17.3441 0.0106 0.0000
17.3933 0.0061 0.0000
17.4116 0.0094 0.0000
17.4208 0.0084 0.0000
17.4269 0.0141 0.0000
17.4597 0.0041 0.0000
17.4609 0.0043 0.0000
17.4905 0.0112 0.0000
17.4965 0.0119 0.0000
17.5414 0.0133 0.0000
17.5510 0.0083 0.0000
17.5542 0.0102 0.0000
17.5653 0.0049 0.0000
17.5975 0.0054 0.0000
17.6037 0.0079 0.0000
17.6092 0.0061 0.0000
17.6124 0.0031 0.0000
17.6573 0.0138 0.0000
17.7115 0.0144 0.0000
17.7642 0.0166 0.0000
17.7722 0.0109 0.0000
17.7744 0.0029 0.0000
17.8141 0.0048 0.0000
17.8362 0.0070 0.0000
17.8448 0.0022 0.0000
17.8487 0.0108 0.0000
17.8620 0.0042 0.0000
17.8931 0.0064 0.0000
17.9144 0.0120 0.0000
17.9896 0.0058 0.0000
17.9913 0.0024 0.0000
18.0291 0.0063 0.0000
18.0826 0.0175 0.0026
18.0882 0.0156 0.0000
18.1049 0.0117 0.0000
18.1120 0.0048 0.0000
18.1312 0.0057 0.0000
18.1425 0.0061 0.0000
18.3388 0.0177 0.0000
18.3545 0.0061 0.0000
18.3710 0.0090 0.0000
18.3993 0.0127 0.0000
18.4113 0.0087 0.0000
18.4885 0.0127 -0.0108
18.4942 0.0030 0.0000
18.5215 0.0075 0.0000
18.5465 0.0089 0.0000
18.5582 0.0119 0.0000
18.5900 0.0067 0.0000
18.5905 0.0097 0.0000
18.6121 0.0034 0.0000
18.6364 0.0078 0.0000
18.6544 0.0010 0.0000
18.6667 0.0094 0.0000
18.7240 0.0046 0.0000
18.7290 0.0080 0.0000
18.7672 0.0049 0.0000
18.7693 0.0107 0.0000
18.8333 0.0047 0.0000
18.8354 0.0128 0.0000
18.8462 0.0079 0.0000
18.8704 0.0089 0.0000
18.9038 0.0053 0.0000
18.9518 0.0159 0.0000
18.9846 0.0079 0.0000
18.9865 0.0065 0.0000
18.9930 0.0090 0.0000
19.0119 0.0094 0.0000
19.0125 0.0028 0.0000
19.0222 0.0048 0.0000
19.0570 0.0087 0.0000
19.0579 0.0062 0.0000
19.0597 0.0067 0.0000
19.0688 0.0095 0.0000
19.0981 0.0132 0.0000
19.1048 0.0113 0.0000
19.1447 0.0078 0.0000
19.2147 0.0169 0.0000
19.2285 0.0066 0.0000
19.2450 0.0006 0.0000
19.2709 0.0050 0.0000
19.2728 0.0017 0.0000
19.3389 0.0162 0.0000
19.3733 0.0109 -0.0000
19.3986 0.0081 0.0000
19.4097 0.0104 0.0000
19.4246 0.0112 0.0000
19.4308 0.0014 0.0000
19.4336 0.0081 0.0000
19.5171 0.0132 0.0000
19.5236 0.0057 0.0000
19.5811 0.0098 0.0000
19.5912 0.0036 0.0000
19.5982 0.0040 0.0000
19.6261 0.0040 0.0000
19.6579 0.0118 0.0000
19.6817 0.0115 0.0000
19.7126 0.0077 0.0000
19.7547 0.0056 0.0000
19.7611 0.0019 0.0000
19.7652 0.0029 0.0000
19.7854 0.0079 0.0000
19.7952 0.0091 0.0000
19.8251 0.0040 0.0000
19.8474 0.0013 0.0000
19.8790 0.0011 0.0000
19.9456 0.0069 0.0000
19.9629 0.0091 0.0000
20.0015 0.0093 0.0000
20.0201 0.0058 0.0000
20.0214 0.0087 0.0000
20.0314 0.0119 0.0000
20.0471 0.0053 0.0000
20.0480 0.0103 0.0000
20.0525 0.0119 0.0000
20.0626 0.0086 0.0000
20.0719 0.0071 0.0000
20.0967 0.0111 0.0000
20.1061 0.0054 0.0000
20.1171 0.0065 0.0000
20.1198 0.0017 0.0000
20.1918 0.0135 0.0000
20.1934 0.0141 0.0000
20.2108 0.0046 0.0000
20.2145 0.0023 0.0000
20.2146 0.0025 0.0000
20.2657 0.0025 0.0000
20.2683 0.0154 0.0000
20.3011 0.0102 0.0288
20.3016 0.0143 0.0000
20.3353 0.0036 0.0000
20.3572 0.0070 0.0000
20.4095 0.0017 0.0000
20.4710 0.0016 0.0000
20.5407 0.0028 0.0000
20.5683 0.0121 0.0000
20.5822 0.0081 0.0000
20.6049 0.0111 0.0000
20.6052 0.0110 0.0000
20.6226 0.0138 0.0000
20.6302 0.0134 0.0000
20.6343 0.0218 0.0000
20.7252 0.0019 0.0000
20.8066 0.0029 0.0000
20.8679 0.0066 0.0000
20.8812 0.0029 0.0000
20.8898 0.0056 0.0000
20.8902 0.0051 0.0000
20.9231 0.0079 0.0000
20.9590 0.0102 0.0000
21.0030 0.0031 0.0000
21.0629 0.0077 0.0000
21.0754 0.0062 0.0000
21.0796 0.0119 0.0000
21.1126 0.0021 0.0000
21.1442 0.0022 0.0000
21.1522 0.0089 0.0000
21.2208 0.0168 0.0000
21.2223 0.0028 0.0000
21.2290 0.0091 0.0000
21.2317 0.0046 0.0000
21.2401 0.0024 0.0000
21.2489 0.0091 0.0000
21.2679 0.0185 0.0000
21.2808 0.0070 0.0000
21.3017 0.0097 0.0000
21.3027 0.0058 0.0000
21.3094 0.0057 0.0000
21.4003 0.0022 0.0000
21.4249 0.0046 0.0000
21.4336 0.0175 0.0000
21.4517 0.0068 0.0000
21.4770 0.0105 0.0000
21.4978 0.0084 0.0000
21.5033 0.0069 0.0000
21.5791 0.0060 0.0000
21.6101 0.0183 0.0000
21.6128 0.0150 0.0000
21.6137 0.0043 0.0000
21.6264 0.0047 0.0000
21.6336 0.0082 0.0000
21.6428 0.0112 0.0000
21.6581 0.0132 0.0000
21.6593 0.0058 0.0000
21.6888 0.0208 0.0000
21.7162 0.0197 0.0000
21.7926 0.0054 0.0000
21.8355 0.0089 0.0000
21.8442 0.0081 0.0000
21.9182 0.0077 0.0000
21.9251 0.0069 0.0000
21.9370 0.0068 0.0000
21.9412 0.0085 0.0000
21.9504 0.0093 0.0000
21.9512 0.0056 0.0000
21.9520 0.0114 0.0000
21.9687 0.0091 0.0000
21.9790 0.0038 0.0000
21.9804 0.0128 0.0000
21.9858 0.0112 0.0000
21.9963 0.0033 0.0000
22.0123 0.0063 0.0000
22.0545 0.0064 0.0000
22.0840 0.0051 0.0000
22.0912 0.0117 0.0000
22.1064 0.0069 0.0000
22.1174 0.0068 0.0000
22.1327 0.0062 0.0000
22.1368 0.0057 0.0000
22.1458 0.0103 0.0000
22.1938 0.0088 0.0000
22.2519 0.0010 0.0000
22.2758 0.0148 0.0000
22.3221 0.0135 0.0000
22.3380 0.0040 0.0000
22.3580 0.0101 0.0000
22.3725 0.0019 0.0000
22.4319 0.0038 0.0000
22.4647 0.0191 0.0000
22.5020 0.0017 0.0000
22.5368 0.0095 0.0000
22.5863 0.0090 0.0000
22.6445 0.0029 0.0000
22.6472 0.0034 0.0000
22.6799 0.0106 0.0000
22.6866 0.0048 0.0000
22.7070 0.0144 0.0000
22.7266 0.0094 0.0000
22.8412 0.0086 0.0000
22.8551 0.0070 0.0000
22.8723 0.0062 0.0000
22.8837 0.0191 0.0000
22.8840 0.0083 0.0000
22.9183 0.0112 0.0000
22.9311 0.0061 0.0000
22.9996 0.0174 0.0000
23.0435 0.0083 0.0000
23.1190 0.0034 0.0000
23.1366 0.0096 0.0000
23.1752 0.0092 0.0000
23.2089 0.0058 0.0000
23.2613 0.0020 0.0000
23.3407 0.0094 0.0000
23.4119 0.0096 0.0000
23.4207 0.0149 0.0000
23.5340 0.0065 0.0000
23.5588 0.0124 0.0000
23.5642 0.0046 0.0000
23.5735 0.0120 0.0000
23.5875 0.0035 0.0000
23.6642 0.0059 0.0000
23.6949 0.0062 0.0000
23.7008 0.0104 0.0000
23.7369 0.0021 0.0000
23.7380 0.0056 0.0000
23.7410 0.0085 0.0000
23.7428 0.0140 0.0000
23.7845 0.0019 0.0000
23.7928 0.0111 0.0000
23.7970 0.0149 0.0000
23.7982 0.0100 0.0000
23.8079 0.0043 0.0000
23.8957 0.0205 0.0000
23.9175 0.0093 0.0000
23.9528 0.0081 0.0000
23.9714 0.0056 0.0000
