frame	y	x	id
3	1.43874	8.52498	22
3	-0.725598	8.36188	23
3	0.0360637	11.2603	24
4	-5.6715	-10.0643	0
4	-6.18814	-4.88408	1
4	0.979743	6.11835	2
4	0.143405	1.47808	3
4	-2.46012	3.07369	4
4	-0.41362	-2.89912	5
4	-5.39763	1.78054	6
4	-3.22178	0.175249	7
4	-6.36814	-3.23361	8
4	-6.18407	-10.1044	9
4	-1.09059	-0.717888	10
4	-0.237187	-8.17258	11
4	-0.706093	-12.6619	12
4	-0.256775	-9.82757	13
4	0.905544	-12.0263	14
4	0.844675	-4.29698	15
4	6.29319	-3.03256	16
4	3.61919	0.415694	17
4	3.00107	1.2575	18
4	3.93886	2.67654	19
4	6.79804	4.9093	20
4	6.14173	6.17815	21
4	1.38107	8.5522	22
4	-0.643288	8.50638	23
4	0.00496971	11.3737	24
5	-5.8147	-10.039	0
5	-6.18427	-5.05516	1
5	0.777576	6.22788	2
5	0.17579	1.30765	3
5	-2.26118	3.10672	4
5	-0.268477	-3.00994	5
5	-5.25249	1.66972	6
5	-3.10967	0.263367	7
5	-6.42581	-3.20639	8
5	-6.12511	-10.1886	9
5	-0.92145	-0.628479	10
5	-0.241059	-8.0015	11
5	-0.877811	-12.6373	12
5	-0.200396	-9.79777	13
5	1.10513	-12.0218	14
5	0.699532	-4.18615	15
5	6.29319	-3.03256	16
5	3.7015	0.560191	17
5	3.06262	1.05921	18
5	3.9635	2.84826	19
5	6.83043	4.73887	20
5	6.16572	6.37838	21
5	1.26573	8.60665	22
5	-0.533758	8.70854	23
5	-0.0274151	11.5442	24
6	-5.93069	-9.95602	0
6	-6.20891	-5.22688	1
6	0.575409	6.33741	2
6	0.265845	1.11	3
6	-2.09011	3.1106	4
6	-0.152492	-3.0929	5
6	-5.1067	1.53039	6
6	-2.96969	0.380643	7
6	-6.48412	-3.15065	8
6	-6.03828	-10.2437	9
6	-0.724447	-0.509913	10
6	-0.244287	-7.85894	11
6	-1.04888	-12.6411	12
6	-0.172529	-9.76861	13
6	1.30471	-12.0173	14
6	0.582902	-4.07469	15
6	6.29319	-3.03256	16
6	3.72679	0.703397	17
6	3.06649	0.888136	18
6	4.016	3.04914	19
6	6.8343	4.5678	20
6	6.18972	6.57861	21
6	1.17891	8.66173	22
6	-0.423582	8.8822	23
6	-0.00277572	11.7159	24
7	-6.01687	-9.92944	0
7	-6.26141	-5.42775	1
7	0.373242	6.44694	2
7	0.355254	0.940867	3
7	-1.89053	3.11511	4
7	-0.0656648	-3.14799	5
7	-4.96027	1.36254	6
7	-2.85758	0.468761	7
7	-6.54244	-3.09492	8
7	-5.92294	-10.2982	9
7	-0.554665	-0.449016	10
7	-0.247514	-7.71638	11
7	-1.21996	-12.645	12
7	-0.144662	-9.73945	13
7	1.47643	-12.0419	14
7	0.523941	-3.99044	15
7	6.26403	-3.0047	16
7	3.77929	0.904273	17
7	3.09887	0.717709	18
7	4.04064	3.22086	19
7	6.78115	4.39544	20
7	6.24029	6.86502	21
7	1.12059	8.71747	22
7	-0.312761	9.02734	23
7	-0.00600298	11.8584	24
8	-6.10434	-9.84584	0
8	-6.28605	-5.59947	1
8	0.199588	6.55711	2
8	0.416151	0.771085	3
8	-1.71945	3.11899	4
8	-0.00734966	-3.20372	5
8	-4.81448	1.22321	6
8	-2.77527	0.613258	7
8	-6.57418	-2.953	8
8	-5.83483	-10.4103	9
8	-0.414041	-0.360252	10
8	-0.250741	-7.57382	11
8	-1.39168	-12.6204	12
8	-0.117441	-9.68178	13
8	1.67666	-12.0659	14
8	0.464981	-3.9062	15
8	6.26338	-2.97618	16
8	3.80329	1.1045	17
8	3.07488	0.517478	18
8	4.0938	3.39322	19
8	6.75586	4.25223	20
8	6.29215	7.09441	21
8	1.03312	8.80107	22
8	-0.20194	9.17248	23
8	0.0199273	11.9731	24
9	-6.19117	-9.79075	0
9	-6.25302	-5.79841	1
9	0.025933	6.66729	2
9	0.504915	0.630461	3
9	-1.49136	3.12415	4
9	0.0509655	-3.25945	5
9	-4.66869	1.08388	6
9	-2.63529	0.730534	7
9	-6.5774	-2.81044	8
9	-5.69033	-10.4926	9
9	-0.301283	-0.300646	10
9	-0.283126	-7.40339	11
9	-1.56275	-12.6242	12
9	-0.0617078	-9.62347	13
9	1.87689	-12.0899	14
9	0.406666	-3.85046	15
9	6.29061	-2.91851	16
9	3.88495	1.27751	17
9	3.10662	0.375563	18
9	4.14695	3.56558	19
9	6.75909	4.10967	20
9	6.31614	7.29464	21
9	1.00332	8.85745	22
9	-0.0924093	9.37465	23
9	0.0458577	12.0878	24
10	-6.27735	-9.76418	0
10	-6.2485	-5.99799	1
10	-0.147722	6.77746	2
10	0.594324	0.461324	3
10	-1.32093	3.15653	4
10	0.108635	-3.28667	5
10	-4.52355	0.973055	6
10	-2.52447	0.875676	7
10	-6.58128	-2.63937	8
10	-5.54648	-10.5464	9
10	-0.189171	-0.212528	10
10	-0.314865	-7.26148	11
10	-1.73382	-12.6281	12
10	-0.00597442	-9.56515	13
10	2.07712	-12.1139	14
10	0.348996	-3.82324	15
10	6.34634	-2.8602	16
10	3.96661	1.45052	17
10	3.139	0.205136	18
10	4.2001	3.73795	19
10	6.76167	3.99562	20
10	6.31162	7.49422	21
10	0.944355	8.94169	22
10	-0.0379668	9.48999	23
10	0.0724334	12.174	24
11	-6.36418	-9.70909	0
11	-6.2427	-6.2546	1
11	-0.348598	6.82997	2
11	0.627999	0.233872	3
11	-1.1207	3.13254	4
11	0.196108	-3.37027	5
11	-4.32009	0.8065	6
11	-2.41301	0.992306	7
11	-6.61302	-2.49746	8
11	-5.37411	-10.5995	9
11	-0.104925	-0.153567	10
11	-0.345959	-7.14808	11
11	-1.90489	-12.632	12
11	0.108074	-9.56257	13
11	2.27735	-12.1379	14
11	0.291972	-3.82453	15
11	6.43058	-2.80124	16
11	4.04892	1.59502	17
11	3.17139	0.0347085	18
11	4.22538	3.88115	19
11	6.73703	3.8239	20
11	6.30711	7.69381	21
11	0.915197	8.96956	22
11	0.0171211	9.57682	23
11	0.157324	12.2045	24
12	-6.4225	-9.65336	0
12	-6.29585	-6.42697	1
12	-0.522252	6.94015	2
12	0.688896	0.0640906	3
12	-0.921759	3.16557	4
12	0.369763	-3.48045	5
12	-4.17495	0.695679	6
12	-2.27303	1.10958	7
12	-6.61753	-2.29787	8
12	-5.23026	-10.6533	9
12	-0.077704	-0.0958973	10
12	-0.377699	-7.00616	11
12	-2.07726	-12.5788	12
12	0.249344	-9.50232	13
12	2.47565	-12.0764	14
12	0.206435	-3.82647	15
12	6.51418	-2.71377	16
12	4.12994	1.79654	17
12	3.14546	-0.0799854	18
12	4.24938	4.08138	19
12	6.73961	3.70986	20
12	6.32981	7.95106	21
12	0.856237	9.0538	22
12	0.0734999	9.60662	23
12	0.155388	12.29	24
13	-6.4523	-9.59698	0
13	-6.32049	-6.59868	1
13	-0.725064	7.07819	2
13	0.749793	-0.105691	3
13	-0.751331	3.19796	4
13	0.51426	-3.56276	5
13	-4.02981	0.584858	6
13	-2.13305	1.22686	7
13	-6.65057	-2.09893	8
13	-5.08641	-10.7071	9
13	-0.0796403	-0.0103609	10
13	-0.409438	-6.86425	11
13	-2.27749	-12.5548	12
13	0.447638	-9.44078	13
13	2.67523	-12.0719	14
13	0.120899	-3.82841	15
13	6.56863	-2.59843	16
13	4.18309	1.9689	17
13	3.14675	-0.13701	18
13	4.27402	4.2531	19
13	6.71304	3.62367	20
13	6.38232	8.15194	21
13	0.827079	9.08167	22
13	0.128588	9.69345	23
13	0.183255	12.3191	24
14	-6.48081	-9.59762	0
14	-6.37235	-6.82807	1
14	-0.898074	7.15985	2
14	0.839848	-0.30334	3
14	-0.608125	3.17267	4
14	0.659402	-3.67358	5
14	-3.91253	0.444879	6
14	-1.99242	1.31562	7
14	-6.6836	-1.89999	8
14	-4.94191	-10.7894	9
14	-0.0809312	0.0466634	10
14	-0.41202	-6.7502	11
14	-2.47578	-12.6164	12
14	0.590199	-9.43755	13
14	2.8476	-12.125	14
14	0.034717	-3.80183	15
14	6.5952	-2.51224	16
14	4.23624	2.14127	17
14	3.11953	-0.194679	18
14	4.32781	4.39695	19
14	6.68711	3.50898	20
14	6.43547	8.3243	21
14	0.769409	9.10889	22
14	0.184967	9.72325	23
14	0.183255	12.3191	24
15	-6.51126	-9.51273	0
15	-6.42421	-7.05746	1
15	-1.10089	7.29789	2
15	0.929257	-0.472476	3
15	-0.465565	3.1759	4
15	0.776033	-3.78505	5
15	-3.82377	0.304255	6
15	-1.88096	1.43225	7
15	-6.68811	-1.70041	8
15	-4.79806	-10.8432	9
15	-0.0841585	0.189224	10
15	-0.415247	-6.60764	11
15	-2.64685	-12.6202	12
15	0.704247	-9.43497	13
15	3.01996	-12.1782	14
15	0.00426849	-3.71694	15
15	6.59133	-2.34117	16
15	4.25959	2.37001	17
15	3.06379	-0.252995	18
15	4.38097	4.56932	19
15	6.60415	3.39299	20
15	6.48797	8.52518	21
15	0.740252	9.13676	22
15	0.269212	9.78221	23
15	0.181964	12.3762	24
16	-6.54171	-9.42784	0
16	-6.4482	-7.25769	1
16	-1.27454	7.40807	2
16	0.990154	-0.642258	3
16	-0.350225	3.12146	4
16	0.921175	-3.89587	5
16	-3.70649	0.164276	6
16	-1.76949	1.54888	7
16	-6.69328	-1.47231	8
16	-4.65421	-10.897	9
16	-0.0880312	0.360297	10
16	-0.418474	-6.46508	11
16	-2.84709	-12.5963	12
16	0.874029	-9.37407	13
16	3.22019	-12.2022	14
16	-0.02618	-3.63205	15
16	6.58681	-2.14159	16
16	4.3121	2.57089	17
16	2.98019	-0.340467	18
16	4.43347	4.77019	19
16	6.54842	3.33468	20
16	6.54112	8.69754	21
16	0.711094	9.16463	22
16	0.409836	9.87097	23
16	0.181318	12.4047	24
17	-6.60002	-9.37211	0
17	-6.41582	-7.42812	1
17	-1.47671	7.5176	2
17	1.05105	-0.81204	3
17	-0.236822	3.15255	4
17	1.06696	-4.0352	5
17	-3.61837	0.0521637	6
17	-1.65802	1.66551	7
17	-6.69844	-1.24421	8
17	-4.48249	-10.9217	9
17	-0.0633918	0.532015	10
17	-0.421702	-6.32252	11
17	-3.04667	-12.6008	12
17	1.04446	-9.34169	13
17	3.42171	-12.2832	14
17	-0.057274	-3.51864	15
17	6.61145	-1.96987	16
17	4.36525	2.74325	17
17	2.81041	-0.401364	18
17	4.48727	4.91404	19
17	6.46418	3.27572	20
17	6.53725	8.86862	21
17	0.652779	9.22036	22
17	0.579618	9.93187	23
17	0.181318	12.4047	24
18	-6.63047	-9.28722	0
18	-6.4113	-7.6277	1
18	-1.64972	7.59926	2
18	1.08408	-1.01098	3
18	-0.151286	3.15449	4
18	1.21275	-4.17454	5
18	-3.5011	-0.0878152	6
18	-1.54656	1.78214	7
18	-6.67509	-1.01547	8
18	-4.31013	-10.9748	9
18	-0.0400433	0.760758	10
18	-0.425574	-6.15144	11
18	-3.24561	-12.6338	12
18	1.2434	-9.30866	13
18	3.59408	-12.3363	14
18	-0.0605012	-3.37608	15
18	6.63609	-1.79815	16
18	4.44691	2.91626	17
18	2.61276	-0.491419	18
18	4.48275	5.11363	19
18	6.40844	3.2174	20
18	6.50616	8.98202	21
18	0.538085	9.24629	22
18	0.720243	10.0206	23
18	0.210476	12.3768	24
19	-6.66221	-9.1453	0
19	-6.43529	-7.82793	1
19	-1.85188	7.70879	2
19	1.0886	-1.21056	3
19	-0.0929704	3.09875	4
19	1.33003	-4.31451	5
19	-3.44149	-0.200573	6
19	-1.43509	1.89877	7
19	-6.68026	-0.787373	8
19	-4.13776	-11.028	9
19	-0.0160493	0.960988	10
19	-0.429447	-5.98037	11
19	-3.44519	-12.6383	12
19	1.41382	-9.27627	13
19	3.79431	-12.3603	14
19	-0.03328	-3.31841	15
19	6.68924	-1.62579	16
19	4.55644	3.11843	17
19	2.44234	-0.523804	18
19	4.50739	5.28535	19
19	6.35335	3.13058	20
19	6.47442	9.12393	21
19	0.451258	9.30138	22
19	0.889379	10.11	23
19	0.2675	12.3781	24
20	-6.69395	-9.00339	0
20	-6.43142	-7.99901	1
20	-2.02554	7.81897	2
20	1.09312	-1.41015	3
20	-0.0644583	3.0994	4
20	1.47581	-4.45385	5
20	-3.40975	-0.342488	6
20	-1.29446	1.98754	7
20	-6.68607	-0.530764	8
20	-3.9654	-11.0811	9
20	-0.0490796	1.15993	10
20	-0.43332	-5.8093	11
20	-3.61756	-12.5852	12
20	1.61276	-9.24324	13
20	3.99389	-12.3558	14
20	-0.00670421	-3.23223	15
20	6.74239	-1.45342	16
20	4.66597	3.32059	17
20	2.27255	-0.584701	18
20	4.53203	5.45707	19
20	6.32613	3.07291	20
20	6.44268	9.26585	21
20	0.36443	9.35647	22
20	1.05787	10.228	23
20	0.353037	12.38	24
21	-6.81058	-8.89192	0
21	-6.51244	-8.20053	1
21	-2.22706	7.89999	2
21	1.04126	-1.63954	3
21	-0.149995	3.09746	4
21	1.59374	-4.62234	5
21	-3.49077	-0.544009	6
21	-1.23873	2.04585	7
21	-6.74761	-0.33247	8
21	-3.87793	-11.1647	9
21	-0.0814645	1.33035	10
21	-0.492926	-5.69654	11
21	-3.87417	-12.591	12
21	1.75597	-9.26853	13
21	4.13774	-12.4096	14
21	-0.0365072	-3.17585	15
21	6.6815	-1.28364	16
21	4.69126	3.4638	17
21	2.01853	-0.704558	18
21	4.50029	5.59898	19
21	6.21402	2.98479	20
21	6.38307	9.37861	21
21	0.249736	9.3824	22
21	1.16998	10.3161	23
21	0.382194	12.3522	24
22	-6.81316	-8.77787	0
22	-6.53643	-8.40076	1
22	-2.40071	8.01016	2
22	1.04707	-1.89615	3
22	-0.20831	3.1532	4
22	1.76739	-4.73252	5
22	-3.54521	-0.659349	6
22	-1.15449	2.10481	7
22	-6.72426	-0.103727	8
22	-3.70556	-11.2179	9
22	-0.0866281	1.55845	10
22	-0.496799	-5.52547	11
22	-4.07311	-12.624	12
22	1.95555	-9.26401	13
22	4.28159	-12.4634	14
22	-0.00993147	-3.08967	15
22	6.67762	-1.11257	16
22	4.74377	3.66467	17
22	1.79301	-0.823771	18
22	4.52493	5.7707	19
22	6.13042	2.89732	20
22	6.409	9.4933	21
22	0.191421	9.43813	22
22	1.36763	10.4061	23
22	0.496243	12.3548	24
23	-6.84426	-8.66447	0
23	-6.50405	-8.57119	1
23	-2.57372	8.09183	2
23	1.05223	-2.12424	3
23	-0.26598	3.18042	4
23	1.88467	-4.87249	5
23	-3.62688	-0.832358	6
23	-1.07089	2.19229	7
23	-6.72942	0.12437	8
23	-3.56107	-11.3002	9
23	-0.0626341	1.75868	10
23	-0.500671	-5.35439	11
23	-4.27205	-12.657	12
23	2.12727	-9.28865	13
23	4.45396	-12.5166	14
23	0.0159989	-2.97498	15
23	6.67311	-0.912983	16
23	4.79627	3.86555	17
23	1.62258	-0.856155	18
23	4.57808	5.94306	19
23	5.99109	2.75153	20
23	6.43622	9.55097	21
23	0.132461	9.52237	22
23	1.56528	10.4962	23
23	0.639449	12.3295	24
24	-6.93431	-8.46682	0
24	-6.55655	-8.77206	1
24	-2.74609	8.14498	2
24	1.08591	-2.3517	3
24	-0.380674	3.20635	4
24	1.97408	-5.04163	5
24	-3.70983	-0.948343	6
24	-1.01515	2.2506	7
24	-6.67756	0.353758	8
24	-3.41657	-11.3825	9
24	-0.0107735	1.98807	10
24	-0.503899	-5.21183	11
24	-4.44312	-12.6609	12
24	2.32686	-9.28413	13
24	4.59845	-12.5989	14
24	0.0691504	-2.80261	15
24	6.66859	-0.713398	16
24	4.84878	4.06643	17
24	1.42429	-0.917698	18
24	4.63123	6.11543	19
24	5.90749	2.66406	20
24	6.46345	9.60864	21
24	0.0741454	9.57811	22
24	1.76293	10.5862	23
24	0.781364	12.3612	24
25	-6.9667	-8.29639	0
25	-6.55204	-8.97165	1
25	-2.94761	8.226	2
25	1.09042	-2.55128	3
25	-0.495368	3.23228	4
25	2.092	-5.21012	5
25	-3.79214	-1.09284	6
25	-0.959419	2.30892	7
25	-6.65421	0.582501	8
25	-3.24421	-11.4356	9
25	0.0417326	2.18895	10
25	-0.478614	-5.06863	11
25	-4.64206	-12.6939	12
25	2.52709	-9.30812	13
25	4.77146	-12.6805	14
25	0.122947	-2.65876	15
25	6.63556	-0.514459	16
25	4.90193	4.23879	17
25	1.19619	-0.922861	18
25	4.65587	6.28714	19
25	5.82453	2.54807	20
25	6.43429	9.63651	21
25	0.0443423	9.63449	22
25	1.96058	10.6763	23
25	0.923925	12.3644	24
26	-6.99908	-8.12596	0
26	-6.54881	-9.11421	1
26	-3.14913	8.30702	2
26	1.06578	-2.723	3
26	-0.667086	3.25692	4
26	2.20992	-5.37861	5
26	-3.93147	-1.23863	6
26	-0.931553	2.33807	7
26	-6.65938	0.810598	8
26	-3.07249	-11.4603	9
26	0.0650811	2.41769	10
26	-0.45462	-4.8684	11
26	-4.84164	-12.6985	12
26	2.72667	-9.30361	13
26	4.94318	-12.7052	14
26	0.203966	-2.45724	15
26	6.63039	-0.286362	16
26	4.98295	4.44031	17
26	0.968096	-0.928025	18
26	4.652	6.45822	19
26	5.71242	2.45995	20
26	6.40513	9.66437	21
26	-0.0139729	9.69022	22
26	2.15758	10.7949	23
26	1.06584	12.3962	24
27	-6.97509	-7.92573	0
27	-6.54558	-9.25677	1
27	-3.35	8.35952	2
27	1.04244	-2.95174	3
27	-0.809001	3.22518	4
27	2.32719	-5.51859	5
27	-4.07145	-1.3559	6
27	-0.847953	2.42555	7
27	-6.66454	1.03869	8
27	-2.92864	-11.5141	9
27	0.0612084	2.58876	10
27	-0.458492	-4.69732	11
27	-5.01272	-12.7023	12
27	2.9269	-9.3276	13
27	5.11426	-12.7013	14
27	0.285629	-2.28423	15
27	6.62652	-0.115289	16
27	5.06397	4.64183	17
27	0.769802	-0.989568	18
27	4.64813	6.62929	19
27	5.6016	2.31481	20
27	6.29108	9.66179	21
27	-0.0709971	9.68893	22
27	2.3831	10.9141	23
27	1.20905	12.3709	24
28	-6.97961	-7.72615	0
28	-6.57087	-9.39997	1
28	-3.52301	8.44119	2
28	0.990575	-3.18113	3
28	-0.980074	3.2213	4
28	2.44511	-5.68708	5
28	-4.2393	-1.50234	6
28	-0.791574	2.45535	7
28	-6.66906	1.23828	8
28	-2.78414	-11.5964	9
28	0.0281781	2.7877	10
28	-0.462365	-4.52625	11
28	-5.21295	-12.6783	12
28	3.09927	-9.38075	13
28	5.25746	-12.7266	14
28	0.396451	-2.13909	15
28	6.622	0.0842962	16
28	5.14563	4.81484	17
28	0.571508	-1.05111	18
28	4.67341	6.7725	19
28	5.49078	2.16967	20
28	6.17639	9.68772	21
28	-0.128667	9.71615	22
28	2.5801	11.0326	23
28	1.35161	12.3741	24
29	-6.95497	-7.55443	0
29	-6.59615	-9.54318	1
29	-3.69602	8.52285	2
29	0.967227	-3.40987	3
29	-1.12263	3.21808	4
29	2.61942	-5.82577	5
29	-4.40779	-1.62026	6
29	-0.735195	2.48515	7
29	-6.67422	1.46638	8
29	-2.64029	-11.6502	9
29	-0.00356128	2.92962	10
29	-0.43708	-4.38304	11
29	-5.38467	-12.6537	12
29	3.30014	-9.43326	13
29	5.42853	-12.7227	14
29	0.564296	-1.99266	15
29	6.61748	0.283881	16
29	5.19814	5.01572	17
29	0.344702	-1.1133	18
29	4.69805	6.94421	19
29	5.40782	2.05368	20
29	6.06169	9.71365	21
29	-0.214849	9.74273	22
29	2.77775	11.1227	23
29	1.49417	12.3773	24
30	-6.95884	-7.38336	0
30	-6.62208	-9.65787	1
30	-3.89819	8.63238	2
30	0.943878	-3.63861	3
30	-1.29435	3.24272	4
30	2.73734	-5.99426	5
30	-4.57628	-1.73818	6
30	-0.678816	2.51496	7
30	-6.65023	1.66661	8
30	-2.49579	-11.7325	9
30	-0.0353007	3.07153	10
30	-0.411795	-4.23984	11
30	-5.5849	-12.6297	12
30	3.50102	-9.48576	13
30	5.57109	-12.7195	14
30	0.674472	-1.819	15
30	6.58445	0.482821	16
30	5.25064	5.21659	17
30	0.118541	-1.204	18
30	4.7512	7.11658	19
30	5.29636	1.93705	20
30	5.9172	9.79596	21
30	-0.330834	9.82568	22
30	2.97604	11.1842	23
30	1.63673	12.3806	24
31	-6.93355	-7.24015	0
31	-6.59163	-9.74277	1
31	-4.09971	8.7134	2
31	0.92053	-3.86736	3
31	-1.46607	3.26736	4
31	2.85461	-6.13424	5
31	-4.74477	-1.8561	6
31	-0.622437	2.54476	7
31	-6.62623	1.86684	8
31	-2.38045	-11.7869	9
31	-0.0651037	3.12791	10
31	-0.358644	-4.06748	11
31	-5.72746	-12.6329	12
31	3.67338	-9.53891	13
31	5.68514	-12.7169	14
31	0.812515	-1.61619	15
31	6.55078	0.710272	16
31	5.3025	5.44598	17
31	-0.080398	-1.23703	18
31	4.80371	7.31745	19
31	5.12851	1.79062	20
31	5.74419	9.87763	21
31	-0.446819	9.90864	22
31	3.17498	11.2173	23
31	1.77929	12.3838	24
32	-6.93872	-7.01205	0
32	-6.59099	-9.77128	1
32	-4.27401	8.85209	2
32	0.897181	-4.0961	3
32	-1.66566	3.26284	4
32	2.97189	-6.27422	5
32	-4.88475	-1.97338	6
32	-0.594571	2.57392	7
32	-6.57373	2.06771	8
32	-2.20873	-11.8116	9
32	-0.0670401	3.21345	10
32	-0.27698	-3.89447	11
32	-5.84215	-12.607	12
32	3.87297	-9.5344	13
32	5.79919	-12.7143	14
32	0.892242	-1.35764	15
32	6.5171	0.937724	16
32	5.35436	5.67537	17
32	-0.279983	-1.24155	18
32	4.85621	7.51833	19
32	4.98724	1.73037	20
32	5.59905	9.98845	21
32	-0.592606	10.048	22
32	3.4005	11.3365	23
32	1.89269	12.4149	24
33	-6.85641	-6.86756	0
33	-6.53332	-9.7985	1
33	-4.44767	8.96226	2
33	0.901699	-4.29568	3
33	-1.80822	3.25961	4
33	3.08981	-6.44271	5
33	-5.02408	-2.11916	6
33	-0.510325	2.63288	7
33	-6.52122	2.26859	8
33	-2.03637	-11.8647	9
33	-0.0974886	3.29834	10
33	-0.223183	-3.75061	11
33	-5.92833	-12.5804	12
33	4.10171	-9.55774	13
33	5.9424	-12.7396	14
33	1.03028	-1.15483	15
33	6.5411	1.13795	16
33	5.43538	5.87689	17
33	-0.478922	-1.27458	18
33	4.90937	7.69069	19
33	4.90429	1.61438	20
33	5.48435	10.0144	21
33	-0.708591	10.1309	22
33	3.59879	11.398	23
33	2.03525	12.4181	24
34	-6.83177	-6.69584	0
34	-6.53267	-9.82701	1
34	-4.62132	9.07244	2
34	0.877705	-4.49591	3
34	-1.97929	3.25574	4
34	3.17986	-6.64036	5
34	-5.19257	-2.23709	6
34	-0.482459	2.66203	7
34	-6.52445	2.41115	8
34	-1.86465	-11.8894	9
34	-0.184961	3.38194	10
34	-0.197253	-3.63592	11
34	-6.04238	-12.583	12
34	4.30259	-9.61025	13
34	6.05709	-12.7655	14
34	1.13981	-0.952665	15
34	6.53658	1.33754	16
34	5.51704	6.0499	17
34	-0.706374	-1.30825	18
34	4.93401	7.86241	19
34	4.79347	1.46924	20
34	5.28412	10.0384	21
34	-0.852443	10.1847	22
34	3.79644	11.4881	23
34	2.20633	12.422	24
35	-6.80777	-6.49561	0
35	-6.56054	-9.85617	1
35	-4.82284	9.15346	2
35	0.768175	-4.69808	3
35	-2.23525	3.22142	4
35	3.24012	-6.78163	5
35	-5.38958	-2.35565	6
35	-0.511616	2.6899	7
35	-6.52897	2.61073	8
35	-1.74996	-11.9153	9
35	-0.330104	3.49276	10
35	-0.199835	-3.52187	11
35	-6.21345	-12.5869	12
35	4.44644	-9.66405	13
35	6.0856	-12.7649	14
35	1.22083	-0.751143	15
35	6.50355	1.53648	16
35	5.5702	6.22226	17
35	-0.93318	-1.37044	18
35	4.93013	8.03349	19
35	4.65413	1.32345	20
35	5.08389	10.0624	21
35	-1.08119	10.2081	22
35	3.96557	11.5775	23
35	2.32102	12.3961	24
36	-6.75462	-6.32325	0
36	-6.55989	-9.88468	1
36	-4.9965	9.26363	2
36	0.715669	-4.89896	3
36	-2.40633	3.21754	4
36	3.35739	-6.92161	5
36	-5.5302	-2.44442	6
36	-0.48504	2.77608	7
36	-6.53219	2.7533	8
36	-1.63462	-11.9697	9
36	-0.44738	3.63274	10
36	-0.201771	-3.43634	11
36	-6.3275	-12.5895	12
36	4.61816	-9.68869	13
36	6.08431	-12.7079	14
36	1.32972	-0.520464	15
36	6.49968	1.70755	16
36	5.65121	6.42378	17
36	-1.13147	-1.43198	18
36	4.98328	8.20585	19
36	4.57118	1.20747	20
36	4.91024	10.1725	21
36	-1.25419	10.2897	22
36	4.13471	11.6669	23
36	2.46358	12.3993	24
37	-6.75914	-6.12366	0
37	-6.55925	-9.91319	1
37	-5.16951	9.3453	2
37	0.663808	-5.12835	3
37	-2.5774	3.21367	4
37	3.47467	-7.06159	5
37	-5.69934	-2.53383	6
37	-0.428662	2.80589	7
37	-6.56458	2.92372	8
37	-1.49141	-11.995	9
37	-0.593813	3.80058	10
37	-0.203707	-3.3508	11
37	-6.41304	-12.5914	12
37	4.81839	-9.71268	13
37	6.08302	-12.6508	14
37	1.46711	-0.28914	15
37	6.46664	1.90649	16
37	5.70372	6.62466	17
37	-1.35764	-1.52268	18
37	5.03644	8.37821	19
37	4.45971	1.09084	20
37	4.70871	10.2536	21
37	-1.4272	10.3714	22
37	4.33236	11.757	23
37	2.57827	12.3734	24
38	-6.76237	-5.9811	0
38	-6.55796	-9.97022	1
38	-5.37038	9.3978	2
38	0.611302	-5.32922	3
38	-2.77698	3.20915	4
