frame	x	y	id	time	velocity	angle
3	-3.26018	-6.28196	8	0.400000	0.9074829773147246	133.70078605868105
3	-9.96312	-6.24432	9	0.400000	1.069479029249525	-38.165350447348196
3	-0.808588	-1.31675	10	0.400000	1.7244828485094221	-121.04217647041544
3	-8.31514	-0.233959	11	0.400000	1.2833754703697318	178.7033881710624
3	-12.6859	-0.505863	12	0.400000	0.956572856535643	115.25086328914841
3	-9.82886	-0.313799	13	0.400000	0.7712125830982826	-124.98677069878879
3	-12.0315	0.677447	14	0.400000	1.3010775806858288	-100.76408982588651
3	-4.4078	0.989817	15	0.400000	1.670579277968177	138.8967365022707
3	-3.00405	6.29254	16	0.400000	0.21389629455372333	178.69393876138366
3	0.299709	3.53624	17	0.400000	1.2472163123110092	-150.33281109297158
3	1.48366	2.91037	18	0.400000	1.5571845525335137	-17.241095879331855
3	2.53334	3.91357	19	0.400000	1.512471747838287	-173.1678333227005
3	5.10824	6.76501	20	0.400000	1.0906594248952373	-12.60658319071778
3	5.97856	6.14625	21	0.400000	1.9369083683543362	172.36313295531363
3	8.52498	1.43874	22	0.400000	0.7712125830982911	145.01163177285008
3	8.36188	-0.725598	23	0.400000	1.6289818639596123	-158.09816933327153
3	11.2603	0.0360637	24	0.400000	1.3010820876885356	169.2391770975517
4	-10.0643	-5.6715	0	0.533333	0.47828661680262297	152.10740503037522
4	-4.88408	-6.18814	1	0.533333	1.4972710117204893	-1.297387812235246
4	6.11835	0.979743	2	0.533333	1.5124715841356722	96.83508910325423
4	1.47808	0.143405	3	0.533333	1.512471752639244	-9.426823836941097
4	3.07369	-2.46012	4	0.533333	1.5124716586029159	-83.1650123364943
4	-2.89912	-0.41362	5	0.533333	1.5124721671927588	-46.297346772265456
4	1.78054	-5.39763	6	0.533333	1.8149659306243513	-46.29757817946776
4	0.175249	-3.22178	7	0.533333	0.9565715248359227	-117.86174992826024
4	-3.23361	-6.36814	8	0.533333	0.6763975447726747	107.13495906777402
4	-10.1044	-6.18407	9	0.533333	1.151865915110773	-23.09621637668341
4	-0.717888	-1.09059	10	0.533333	1.827526366086167	-111.85293288339592
4	-8.17258	-0.237187	11	0.533333	1.0694784327980031	178.70286772382073
4	-12.6619	-0.706093	12	0.533333	1.5124708555011077	96.83498766350597
4	-9.82757	-0.256775	13	0.533333	0.4277916723633977	-91.29592717420797
4	-12.0263	0.905544	14	0.533333	1.7111663626734488	-91.30596393198121
4	-4.29698	0.844675	15	0.533333	1.3696015078158035	127.3627521401484
4	-3.03256	6.29319	16	0.533333	0.21389629455372333	-1.3060612386163573
4	0.415694	3.61919	17	0.533333	1.069479032644313	-144.42845793978984
4	1.2575	3.00107	18	0.533333	1.8275269784427257	-21.85293288339594
4	2.67654	3.93886	19	0.533333	1.0906594248952373	-169.98448809757735
4	4.9093	6.79804	20	0.533333	1.5124717526392422	-9.426823836941105
4	6.17815	6.14173	21	0.533333	1.4972710117204893	178.70267716819524
4	8.5522	1.38107	22	0.533333	0.4782852982776727	115.26711550022141
4	8.50638	-0.643288	23	0.533333	1.2472159311956097	-150.3333226884662
4	11.3737	0.00496971	24	0.533333	0.8819143417222349	164.666507682686
5	-10.039	-5.8147	0	0.666667	1.0906582512695029	100.01939193918477
5	-5.05516	-6.18427	1	0.666667	1.2833747171670342	-1.295866595050296
5	6.22788	0.777576	2	0.666667	1.7244831949701587	118.44794071711434
5	1.30765	0.17579	3	0.666667	1.3010769425810935	-10.759037836490094
5	3.10672	-2.26118	4	0.666667	1.5124717526392457	-99.42682383694113
5	-3.00994	-0.268477	5	0.666667	1.3696010526690823	-52.6374382649482
5	1.66972	-5.25249	6	0.666667	1.3696015674263144	-52.63686704468646
5	0.263367	-3.10967	7	0.666667	1.0694785322804687	-128.16720151853403
5	-3.20639	-6.42581	8	0.666667	0.47828597651745086	115.26711550022179
5	-10.1886	-6.12511	9	0.666667	0.7712090807469193	-35.00115303760311
5	-0.628479	-0.92145	10	0.666667	1.4348568894193128	-117.86135278230414
5	-8.0015	-0.241059	11	0.666667	1.2833754703697184	178.7034639349874
5	-12.6373	-0.877811	12	0.666667	1.301078025778374	98.15261660406077
5	-9.79777	-0.200396	13	0.666667	0.47828535699246455	-117.85938969920348
5	-12.0218	1.10513	14	0.666667	1.4972707528306046	-91.29161029059802
5	-4.18615	0.699532	15	0.666667	1.3696015078158	127.36505541202878
5	-3.03256	6.29319	16	0.666667	0.0	0.0
5	0.560191	3.7015	17	0.666667	1.2472160062619069	-150.33281109297158
5	1.05921	3.06262	18	0.666667	1.5571847748425893	-17.244549413630686
5	2.84826	3.9635	19	0.666667	1.3010768669461874	-171.83439956414523
5	4.73887	6.83043	20	0.666667	1.3010769985854516	-10.760660167605982
5	6.37838	6.16572	21	0.666667	1.5124717478382905	-173.16783332270037
5	8.60665	1.26573	22	0.666667	0.956570916697666	115.27117787323495
5	8.70854	-0.533758	23	0.666667	1.7244833515635813	-151.55122834243383
5	11.5442	-0.0274151	24	0.666667	1.3010747195338892	169.24533794246798
6	-9.95602	-5.93069	0	0.800000	1.0694807778692486	125.58017687480934
6	-5.22688	-6.20891	1	0.800000	1.301077609342662	8.165600435855023
6	6.33741	0.575409	2	0.800000	1.7244831949701618	118.4479407171145
6	1.11	0.265845	3	0.800000	1.6289819519001045	-24.495368528013408
6	3.1106	-2.09011	4	0.800000	1.2833747171670309	-91.2992898616204
6	-3.0929	-0.152492	5	0.800000	1.069479032644311	-54.4251898007558
6	1.53039	-5.1067	6	0.800000	1.512471974318948	-46.2979356768564
6	0.380643	-2.96969	7	0.800000	1.3696016129410018	-129.95645694082532
6	-3.15065	-6.48412	8	0.800000	0.6049884548078686	133.70911672622574
6	-10.2437	-6.03828	9	0.800000	0.771212559559661	-57.60187866508817
6	-0.509913	-0.724447	10	0.800000	1.7244831442217003	-121.04157747535825
6	-7.85894	-0.244287	11	0.800000	1.0694784327979965	178.70286772382073
6	-12.6411	-1.04888	12	0.800000	1.2833749930332141	88.72748328266336
6	-9.76861	-0.172529	13	0.800000	0.30249444668295844	-136.29887161750267
6	-12.0173	1.30471	14	0.800000	1.497270227965067	-91.29164910729513
6	-4.07469	0.582902	15	0.800000	1.209977204718422	133.7015280537396
6	-3.03256	6.29319	16	0.800000	0.0	0.0
6	0.703397	3.72679	17	0.800000	1.0906589078920421	-169.98489922879162
6	0.888136	3.06649	18	0.800000	1.2833750170901919	-1.2959120288869854
6	3.04914	4.016	19	0.800000	1.557185280486436	-165.35335287329602
6	4.5678	6.8343	20	0.800000	1.2833747171670342	-1.295942319881112
6	6.57861	6.18972	21	0.800000	1.5124716586029159	-173.1650123364943
6	8.66173	1.17891	22	0.800000	0.7712121577640783	122.39169678777499
6	8.8822	-0.423582	23	0.800000	1.5424244360667578	-147.607524154669
6	11.7159	-0.00277572	24	0.800000	1.3010754037777648	-171.8336639633897
7	-9.92944	-6.01687	0	0.933333	0.6763975447726747	107.14103015455052
7	-5.42775	-6.26141	1	0.933333	1.557184554865063	14.647344931546591
7	6.44694	0.373242	2	0.933333	1.7244831949701587	118.44794071711435
7	0.940867	0.355254	3	0.933333	1.4348568894193126	-27.862332514718005
7	3.11511	-1.89053	4	0.933333	1.497270261912596	-91.29451846301235
7	-3.14799	-0.0656648	5	0.933333	0.7712122590910239	-57.60574737708041
7	1.36254	-4.96027	6	0.933333	1.6705794486761367	-41.10099096964564
7	0.468761	-2.85758	7	0.933333	1.0694790755959085	-128.16720151853403
7	-3.09492	-6.54244	8	0.933333	0.6049889970042834	133.6990743809636
7	-10.2982	-5.92294	9	0.933333	0.9565731956548438	-64.70851434090913
7	-0.449016	-0.554665	10	0.933333	1.3527958369320658	-109.73177300352786
7	-7.71638	-0.247514	11	0.933333	1.0694791826058894	178.70326942435062
7	-12.645	-1.21996	12	0.933333	1.2833747680908518	88.69409139277681
7	-9.73945	-0.144662	13	0.933333	0.3024943948637868	-136.29887161750443
7	-12.0419	1.47643	14	0.933333	1.3010771832481016	-81.8474770719492
7	-3.99044	0.523941	15	0.933333	0.7712122820688777	145.01437020660208
7	-3.0047	6.26403	16	0.933333	0.3024944985021453	133.6939387613841
7	0.904273	3.77929	17	0.933333	1.557184990237886	-165.35307375916295
7	0.717709	3.09887	18	0.933333	1.301077300663969	-10.757600430081114
7	3.22086	4.04064	19	0.933333	1.301076866946184	-171.83439956414526
7	4.39544	6.78115	20	0.933333	1.3527965229409997	17.137994660754487
7	6.86502	6.24029	21	0.933333	2.181318111214483	-169.98677069878934
7	8.71747	1.12059	22	0.933333	0.6049889970042812	133.70420912093311
7	9.02734	-0.312761	23	0.933333	1.3696014763969588	-142.63661766817268
7	11.8584	-0.00600298	24	0.933333	1.069481432504861	178.70261913299163
8	-9.84584	-6.10434	0	1.066667	0.9074829773147177	133.70405768011858
8	-5.59947	-6.28605	1	1.066667	1.301077609342662	8.165600435855023
8	6.55711	0.199588	2	1.066667	1.5424245055161794	122.39195984409395
8	0.771085	0.416151	3	1.066667	1.3527958622533696	-19.731773003527877
8	3.11899	-1.71945	4	1.066667	1.2833754669749335	-91.29921394131925
8	-3.20372	-0.00734966	5	1.066667	0.6049888690458893	-46.298540652090544
8	1.22321	-4.81448	6	1.066667	1.5124719743189434	-46.29793567685657
8	0.613258	-2.77527	7	1.066667	1.2472160062619069	-150.33281109297144
8	-2.953	-6.57418	8	1.066667	1.0906586929769793	167.39341680928226
8	-10.4103	-5.83483	9	1.066667	1.0694778499259538	-38.16715727492365
8	-0.360252	-0.414041	10	1.066667	1.2472161410166187	-122.26074168177924
8	-7.57382	-0.250741	11	1.066667	1.069479182605896	178.70326942435065
8	-12.6204	-1.39168	12	1.066667	1.3010782484972077	98.1525229280508
8	-9.68178	-0.117441	13	1.066667	0.4782853943203396	-154.73207200342213
8	-12.0659	1.67666	14	1.066667	1.5124717478382856	-83.16501233649456
8	-3.9062	0.464981	15	1.066667	0.77121228206888	145.01163177285028
8	-2.97618	6.26338	16	1.066667	0.21389629455372	178.69439654858235
8	1.1045	3.80329	17	1.066667	1.5124718967727708	-173.1649108967458
8	0.517478	3.07488	18	1.066667	1.512471658602918	6.832132878405657
8	3.39322	4.0938	19	1.066667	1.3527965229409997	-162.85896984545005
8	4.25223	6.75586	20	1.066667	1.0906585559142945	10.014826702292252
8	7.09441	6.29215	21	1.066667	1.7638292407588132	-167.2608491279931
8	8.80107	1.03312	22	1.066667	0.9074829773147293	133.7040576801185
8	9.17248	-0.20194	23	1.066667	1.3696014763969588	-142.63661766817233
8	11.9731	0.0199273	24	1.066667	0.881915028321974	-167.26125326537905
9	-9.79075	-6.19117	0	1.200000	0.7712121577640811	122.39341680928307
9	-5.79841	-6.25302	1	1.200000	1.5124717526392422	-9.426823836941148
9	6.66729	0.025933	2	1.200000	1.5424244548527024	122.39416306962028
9	0.630461	0.504915	3	1.200000	1.2472161410166178	-32.26074168177923
9	3.12415	-1.49136	4	1.200000	1.7111657896841117	-91.29596125247143
9	-3.25945	0.0509655	5	1.200000	0.6049888701302825	-46.29855046719509
9	1.08388	-4.66869	6	1.200000	1.512471432122212	-46.29793567685644
9	0.730534	-2.63529	7	1.200000	1.3696015647754325	-129.95645694082535
9	-2.81044	-6.5774	8	1.200000	1.0694791893955307	178.70608133162798
9	-10.4926	-5.69033	9	1.200000	1.2472153743690417	-60.336316516287035
9	-0.300646	-0.301283	10	1.200000	0.9565711270013588	-117.86177265986309
9	-7.40339	-0.283126	11	1.200000	1.301077679396523	169.24096216350995
9	-12.6242	-1.56275	12	1.200000	1.2833747680908523	88.72749071879069
9	-9.62347	-0.0617078	13	1.200000	0.6049888311829181	-136.2943748283169
9	-12.0899	1.87689	14	1.200000	1.5124717478382856	-83.16501233649404
9	-3.85046	0.406666	15	1.200000	0.6049888885649649	133.70666281363586
9	-2.91851	6.29061	16	1.200000	0.47828561842023554	-154.72476002568135
9	1.27751	3.88495	17	1.200000	1.4348568932148127	-154.7328844997785
9	0.375563	3.10662	18	1.200000	1.0906589125524528	-12.607013152809534
9	3.56558	4.14695	19	1.200000	1.3527955852360405	-162.86200533924526
9	4.10967	6.75909	20	1.200000	1.069479172421585	-1.2979356768562202
9	7.29464	6.31614	21	1.200000	1.512472492510711	-173.16783332270063
9	8.85745	1.00332	22	1.200000	0.47828529068668296	152.14103015455018
9	9.37465	-0.0924093	23	1.200000	1.7244827064173958	-151.5522620198222
9	12.0878	0.0458577	24	1.200000	0.8819150291489135	-167.26119623672963
10	-9.76418	-6.27735	0	1.333333	0.6763982614704956	107.13495906777376
10	-5.99799	-6.2485	1	1.333333	1.4972702449386472	-1.297387812235246
10	6.77746	-0.147722	2	1.333333	1.5424248946457146	122.39181059412036
10	0.461324	0.594324	3	1.333333	1.4348566241962826	-27.861772659863085
10	3.15653	-1.32093	4	1.333333	1.3010775953901628	-100.75741548791625
10	-3.28667	0.108635	5	1.333333	0.47828544070800827	-64.73269274968617
10	0.973055	-4.52355	6	1.333333	1.3696015674263202	-52.63562017869137
10	0.875676	-2.52447	7	1.333333	1.3696015078158015	-142.63724785985173
10	-2.63937	-6.58128	8	1.333333	1.2833747171670342	178.70071013837963
10	-10.5464	-5.54648	9	1.333333	1.1518642505847816	-69.49416826126594
10	-0.212528	-0.189171	10	1.333333	1.0694790040099178	-128.16670492422338
10	-7.26148	-0.314865	11	1.333333	1.0906586766075994	167.39294136887375
10	-12.6281	-1.73382	12	1.333333	1.2833747680908538	88.69401508153929
10	-9.56515	-0.00597442	13	1.333333	0.6049888244464164	-136.29918997852494
10	-12.1139	2.07712	14	1.333333	1.5124717478382856	-83.16501233649454
10	-3.82324	0.348996	15	1.333333	0.478285433925611	115.26711550022135
10	-2.8602	6.34634	16	1.333333	0.604988478812665	-136.29601805356123
10	1.45052	3.96661	17	1.333333	1.434855894833018	-154.7328844997784
10	0.205136	3.139	18	1.333333	1.3010773006639689	-10.757600430081116
10	3.73795	4.2001	19	1.333333	1.3527958062431542	-162.86294134866662
10	3.99562	6.76167	20	1.333333	0.8555828948420593	-1.2959044563596656
10	7.49422	6.31162	21	1.333333	1.4972702619125926	178.70261218776477
10	8.94169	0.944355	22	1.333333	0.7712124110814494	145.00934925253296
10	9.48999	-0.0379668	23	1.333333	0.9565714700816951	-154.73186888103254
10	12.174	0.0724334	24	1.333333	0.6763989295468914	-162.86532388835172
11	-9.70909	-6.36418	0	1.466667	0.7712121577640811	122.39341680928223
11	-6.2546	-6.2427	1	1.466667	1.925062834045457	-1.2948012497934787
11	6.82997	-0.348598	2	1.466667	1.5571849176757495	104.64959613096944
11	0.233872	0.627999	3	1.466667	1.7244831619799976	-8.421646530990055
11	3.13254	-1.1207	4	1.466667	1.5124716586029177	-83.16783332270049
11	-3.37027	0.196108	5	1.466667	0.9074833328474483	-46.29692384736164
11	0.8065	-4.32009	6	1.466667	1.972022049435196	-50.6957979509152
11	0.992306	-2.41301	7	1.466667	1.2099772589380993	-136.2984719462602
11	-2.49746	-6.61302	8	1.466667	1.0906586929769793	167.3925568562439
11	-10.5995	-5.37411	9	1.466667	1.3527966902753925	-72.87811957736174
11	-0.153567	-0.104925	10	1.466667	0.7712122820688789	-124.9869077115042
11	-7.14808	-0.345959	11	1.466667	0.8819150729588171	164.66650298345633
11	-12.632	-1.90489	12	1.466667	1.2833745983601195	88.69401508153929
11	-9.56257	0.108074	13	1.466667	0.855583234505034	-91.29592240339306
11	-12.1379	2.27735	14	1.466667	1.512471747838287	-83.16501233649406
11	-3.82453	0.291972	15	1.466667	0.4277915973826076	88.70407282579293
11	-2.80124	6.43058	16	1.466667	0.771212153056354	-124.98836822714954
11	1.59502	4.04892	17	1.466667	1.247216768492575	-150.3333226884662
11	0.0347085	3.17139	18	1.466667	1.3010774554109983	-10.760814329919327
11	3.88115	4.22538	19	1.466667	1.0906586863192467	-169.98836822714952
11	3.8239	6.73703	20	1.466667	1.3010776093426595	8.165600435854753
11	7.69381	6.30711	21	1.466667	1.4972710117204895	178.70554637380317
11	8.96956	0.915197	22	1.466667	0.30249444428248623	133.70617205750497
11	9.57682	0.0171211	23	1.466667	0.771212214015425	-147.60757120338099
11	12.2045	0.157324	24	1.466667	0.6763966494925495	-109.7626500191503
12	-9.65336	-6.4225	0	1.600000	0.6049889970042904	133.69907438096382
12	-6.42697	-6.29585	1	1.600000	1.3527958062431522	17.13705865133338
12	6.94015	-0.522252	2	1.600000	1.5424245055161794	122.39431232536441
12	0.0640906	0.688896	3	1.600000	1.3527958410744916	-19.731837350588187
12	3.16557	-0.921759	4	1.600000	1.512471752639244	-99.42677730243052
12	-3.48045	0.369763	5	1.600000	1.5424244421868376	-57.605836930379944
12	0.695679	-4.17495	6	1.600000	1.3696014763969588	-52.63661766817251
12	1.10958	-2.27303	7	1.600000	1.3696017574377244	-129.95597593416477
12	-2.29787	-6.61753	8	1.600000	1.4972710117204893	178.70554637380292
12	-10.6533	-5.23026	9	1.600000	1.1518642505847925	-69.49416826126644
12	-0.0958973	-0.077704	10	1.600000	0.4782855734844979	-154.73195695100657
12	-7.00616	-0.377699	11	1.600000	1.0906586929769757	167.39341680928226
12	-12.5788	-2.07726	12	1.600000	1.3527944802061809	107.15223440077985
12	-9.50232	0.249344	13	1.600000	1.1518640341662718	-113.09767981996619
12	-12.0764	2.47565	14	1.600000	1.5571866026874535	-107.23055318806719
12	-3.82647	0.206435	15	1.600000	0.6416874250774426	88.70074050756467
12	-2.71377	6.51418	16	1.600000	0.9074834955064264	-136.29594231988128
12	1.79654	4.12994	17	1.600000	1.6289817520547343	-158.0976798199661
12	-0.0799854	3.14546	18	1.600000	0.8819149495712091	12.739269062940323
12	4.08138	4.24938	19	1.600000	1.512471658602919	-173.1650123364943
12	3.70986	6.73961	20	1.600000	0.855582894842056	-1.2960180535610009
12	7.95106	6.32981	21	1.600000	1.9369083608565032	-174.95722392584005
12	9.0538	0.856237	22	1.600000	0.7712122820688773	145.01163177285068
12	9.60662	0.0734999	23	1.600000	0.4782854166676559	-117.85947367135115
12	12.29	0.155388	24	1.600000	0.6416918574309071	178.70285757559847
13	-9.59698	-6.4523	0	1.733333	0.4782852906866807	152.1410301545496
13	-6.59868	-6.32049	1	1.733333	1.3010776093426561	8.166069568209544
13	7.07819	-0.725064	2	1.733333	1.8400012210967496	124.2403910624319
13	-0.105691	0.749793	3	1.733333	1.3527958581109436	-19.731815901523348
13	3.19796	-0.751331	4	1.733333	1.301077374345518	-100.76078349710735
13	-3.56276	0.51426	5	1.733333	1.2472160062619064	-60.332811092971454
13	0.584858	-4.02981	6	1.733333	1.3696014763969528	-52.63661766817232
13	1.22686	-2.13305	7	1.733333	1.3696015647754325	-129.95741893384783
13	-2.09893	-6.65057	8	1.733333	1.5124717526392422	170.57037339417366
13	-10.7071	-5.08641	9	1.733333	1.1518642505847816	-69.49416826126594
13	-0.0103609	-0.0796403	10	1.733333	0.641687412258248	178.7032085364899
13	-6.86425	-0.409438	11	1.733333	1.090658692976976	167.39294136887375
13	-12.5548	-2.27749	12	1.733333	1.512471747838287	96.83498766350547
13	-9.44078	0.447638	13	1.733333	1.5571849106810924	-107.24158663431415
13	-12.0719	2.67523	14	1.733333	1.4972702279650671	-91.29164910729513
13	-3.82841	0.120899	15	1.733333	0.6416874420513896	88.70072532314958
13	-2.59843	6.56863	16	1.733333	0.9565709166976633	-154.72882212676538
13	1.9689	4.18309	17	1.733333	1.3527958062431542	-162.8620053392455
13	-0.13701	3.14675	18	1.733333	0.4277916198768446	-1.2959135434030666
13	4.2531	4.27402	19	1.733333	1.3010777158673545	-171.83439956414523
13	3.62367	6.71304	20	1.733333	0.676398040463696	17.133087439154675
13	8.15194	6.38232	21	1.733333	1.557185280486435	-165.3506830295282
13	9.08167	0.827079	22	1.733333	0.30249439006283546	133.70617205750497
13	9.69345	0.128588	23	1.733333	0.7712122059795283	-147.60747710600597
13	12.3191	0.183255	24	1.733333	0.30249114169883506	-136.23992254291502
14	-9.59762	-6.48081	0	1.866667	0.21389552777188606	88.71402521115172
14	-6.82807	-6.37235	1	1.866667	1.7638292407588119	12.739150872006654
14	7.15985	-0.898074	2	1.866667	1.434856689742939	115.26711550022138
14	-0.30334	0.839848	3	1.866667	1.6289819147470614	-24.495477902607995
14	3.17267	-0.608125	4	1.866667	1.0906587774871204	-79.9848992287916
14	-3.67358	0.659402	5	1.866667	1.3696015078158021	-52.637247859851726
14	0.444879	-3.91253	6	1.866667	1.3696013923060166	-39.95762042946903
14	1.31562	-1.99242	7	1.866667	1.2472157339426317	-122.25847286001452
14	-1.89999	-6.6836	8	1.866667	1.5124717526392457	170.5731761630589
14	-10.7894	-4.94191	9	1.866667	1.2472153743690417	-60.336316516287035
14	0.0466634	-0.0809312	10	1.866667	0.42779161322746473	178.70317581939412
14	-6.7502	-0.41202	11	1.866667	0.8555836463473541	178.70309130950986
14	-12.6164	-2.47578	12	1.866667	1.5571843795960898	72.7422737440773
14	-9.43755	0.590199	13	1.866667	1.0694789644531646	-91.29792657554776
14	-12.125	2.8476	14	1.866667	1.3527966902753965	-72.87811957736174
14	-3.80183	0.034717	15	1.866667	0.6763979604574024	107.14065568067168
14	-2.51224	6.5952	16	1.866667	0.676398040463696	-162.86691256084487
14	2.14127	4.23624	17	1.866667	1.352795585236039	-162.86294134866662
14	-0.194679	3.11953	18	1.866667	0.4782857540680803	25.267499003125497
14	4.39695	4.32781	19	1.866667	1.1518642505847903	-159.49766259888503
14	3.50898	6.68711	20	1.866667	0.8819151515361333	12.73968812090275
14	8.3243	6.43547	21	1.866667	1.3527958062431542	-162.86200533924543
14	9.10889	0.769409	22	1.866667	0.47828550174958184	115.26711550022138
14	9.72325	0.184967	23	1.866667	0.4782857738046165	-117.85938969920348
14	12.3191	0.183255	24	1.866667	0.0	0.0
15	-9.51273	-6.51126	0	2.000000	0.6763975555079437	160.26711550022142
15	-7.05746	-6.42421	1	2.000000	1.7638301376840586	12.739150872006913
15	7.29789	-1.10089	2	2.000000	1.8400010970948077	124.23986544032839
15	-0.472476	0.929257	3	2.000000	1.4348566905020381	-27.861912621636467
15	3.1759	-0.465565	4	2.000000	1.0694790224600064	-91.2979356768564
15	-3.78505	0.776033	5	2.000000	1.2099772047184199	-46.296149834529956
15	0.304255	-3.82377	6	2.000000	1.2472158607870414	-32.259576249019844
15	1.43225	-1.88096	7	2.000000	1.2099774758168282	-136.2984719462602
15	-1.70041	-6.68811	8	2.000000	1.4972702449386424	178.70548153698778
15	-10.8432	-4.79806	9	2.000000	1.1518642505847816	-69.49416826126644
15	0.189224	-0.0841585	10	2.000000	1.069479003161216	178.70315437041882
15	-6.60764	-0.415247	11	2.000000	1.0694784327979896	178.70326942435065
15	-12.6202	-2.64685	12	2.000000	1.2833747680908505	88.72749071879069
15	-9.43497	0.704247	13	2.000000	0.8555832697460055	-91.29592717420708
15	-12.1782	3.01996	14	2.000000	1.3527944802061809	-72.84682886236487
15	-3.71694	0.00426849	15	2.000000	0.6763975390490874	160.2680065246407
15	-2.34117	6.59133	16	2.000000	1.2833747171670342	178.7040576801189
15	2.37001	4.25959	17	2.000000	1.7244828859941796	-174.17138131896496
15	-0.252995	3.06379	18	2.000000	0.6049883703732534	43.70617205750496
15	4.56932	4.38097	19	2.000000	1.3527955852360405	-162.85990600038886
15	3.39299	6.60415	20	2.000000	1.0694790326443107	35.573641487678465
15	8.52518	6.48797	21	2.000000	1.557185280486435	-165.3533528732961
15	9.13676	0.740252	22	2.000000	0.30249444428248623	133.7071535785622
15	9.78221	0.269212	23	2.000000	0.7712121530563539	-124.98677069878879
15	12.3762	0.181964	24	2.000000	0.4277970726776622	178.70479419911595
16	-9.42784	-6.54171	0	2.133333	0.6763982614705019	160.26711550022142
16	-7.25769	-6.4482	1	2.133333	1.5124716586029232	6.832166677299372
16	7.40807	-1.27454	2	2.133333	1.5424243155281565	122.39490936059825
16	-0.642258	0.990154	3	2.133333	1.3527958622533693	-19.731773003527877
16	3.12146	-0.350225	4	2.133333	0.956570867851222	-64.73288449977845
16	-3.89587	0.921175	5	2.133333	1.3696015078158021	-52.637247859851726
16	0.164276	-3.70649	6	2.133333	1.3696013923060164	-39.957620429468925
