id de la partícula "i" 	-	 id's de las partículas cuya distancia borde-borde es menos de rc 
1251	-	308, 1302, 749, 1064, 1366, 448, 925, 635, 775, 639, 960, 1453, 95, 1148, 433, 186, 1230, 1441, 408, 1009, 1522, 57, 129, 1057, 336, 600, 1510, 591, 781, 1494, 1268, 1493, 
1230	-	308, 749, 448, 925, 635, 1162, 553, 1434, 11, 775, 529, 256, 122, 1108, 219, 86, 1521, 639, 960, 1453, 95, 1148, 433, 186, 1251, 1441, 408, 1009, 591, 1268, 
1441	-	308, 775, 256, 86, 334, 1521, 639, 896, 1047, 1026, 960, 1453, 95, 1148, 433, 186, 1251, 1230, 408, 1009, 1510, 591, 1268, 1493, 
408	-	357, 1363, 80, 488, 308, 1302, 1475, 749, 1064, 1366, 977, 448, 925, 635, 1162, 1434, 11, 775, 529, 256, 1373, 1108, 219, 1361, 960, 1453, 95, 1148, 433, 186, 1251, 1230, 1441, 1009, 1268, 
1009	-	308, 1302, 749, 866, 1064, 1366, 448, 925, 635, 1453, 1148, 433, 186, 1251, 1230, 1441, 408, 1522, 57, 129, 1057, 336, 600, 1510, 591, 781, 1494, 1268, 1493, 
86	-	1453, 1148, 433, 186, 1230, 1441, 64, 137, 376, 425, 334, 890, 1521, 1043, 591, 639, 896, 1047, 759, 14, 1507, 1026, 
376	-	601, 107, 64, 1356, 1269, 1301, 1140, 137, 86, 425, 334, 890, 1521, 1043, 639, 1047, 14, 1507, 1026, 
425	-	601, 107, 64, 1269, 1301, 1140, 137, 86, 376, 334, 890, 1521, 1043, 639, 1047, 14, 1507, 1026, 
334	-	1453, 1148, 186, 1441, 64, 1140, 137, 86, 376, 425, 890, 1521, 1043, 591, 639, 896, 1047, 759, 14, 1507, 1026, 
890	-	601, 107, 64, 1356, 1008, 1269, 1301, 236, 1140, 137, 1076, 86, 376, 425, 334, 1521, 1043, 639, 1047, 14, 1507, 1026, 
1521	-	960, 1453, 1148, 186, 1230, 1441, 64, 137, 86, 376, 425, 334, 890, 1043, 591, 639, 896, 1047, 759, 14, 1507, 1026, 
1043	-	799, 1242, 279, 771, 593, 601, 1067, 107, 64, 1356, 1301, 1140, 137, 86, 376, 425, 334, 890, 1521, 
756	-	473, 1269, 150, 87, 65, 1297, 1492, 828, 1387, 416, 1081, 847, 319, 1167, 284, 1076, 1498, 702, 73, 1472, 258, 195, 573, 302, 
284	-	64, 473, 1269, 236, 1140, 137, 150, 87, 65, 1492, 828, 1387, 416, 1081, 319, 756, 1076, 1498, 702, 73, 14, 1472, 195, 573, 302, 
1076	-	890, 64, 1269, 1140, 137, 65, 756, 284, 1498, 702, 73, 759, 14, 1507, 689, 1472, 258, 195, 573, 302, 1236, 1534, 1484, 
1498	-	64, 758, 1008, 473, 1269, 236, 1140, 137, 150, 87, 65, 1492, 828, 1387, 416, 1081, 319, 756, 284, 1076, 702, 73, 14, 1472, 195, 573, 302, 
702	-	64, 291, 1356, 758, 1007, 1008, 473, 1269, 1301, 236, 1140, 137, 150, 87, 1055, 1419, 65, 1492, 1387, 416, 1081, 756, 284, 1076, 1498, 
73	-	65, 828, 416, 1081, 319, 756, 284, 1076, 1498, 759, 14, 689, 1472, 258, 195, 573, 302, 1236, 1534, 1484, 
65	-	473, 1269, 756, 284, 1076, 1498, 702, 73, 150, 87, 1055, 1297, 1492, 828, 1387, 416, 1081, 1472, 195, 573, 302, 847, 319, 1167, 
1297	-	756, 1055, 120, 1098, 1313, 79, 692, 897, 1456, 518, 435, 622, 65, 1446, 1492, 848, 828, 1387, 416, 1081, 195, 1204, 847, 319, 829, 355, 1476, 1167, 
1446	-	1412, 150, 87, 1055, 1419, 928, 780, 1405, 317, 478, 1388, 120, 1098, 1313, 79, 1106, 692, 897, 1272, 85, 1297, 1492, 848, 828, 1387, 416, 1081, 
1492	-	473, 756, 284, 1498, 702, 1412, 150, 87, 1055, 1419, 928, 780, 120, 1098, 1313, 79, 692, 897, 65, 1297, 1446, 848, 828, 1387, 416, 1081, 195, 847, 319, 
848	-	473, 1412, 150, 87, 1055, 1419, 928, 780, 1405, 317, 478, 1388, 120, 1098, 1313, 79, 1106, 692, 897, 1272, 85, 1297, 1446, 1492, 828, 1387, 416, 1081, 
828	-	756, 284, 1498, 73, 120, 692, 622, 65, 1297, 1446, 1492, 848, 1387, 416, 1081, 1472, 195, 573, 1204, 847, 319, 829, 355, 1476, 1167, 
1387	-	64, 291, 1356, 758, 1007, 1008, 473, 1269, 236, 1140, 756, 284, 1498, 702, 1412, 150, 87, 1055, 1419, 65, 1297, 1446, 1492, 848, 828, 416, 1081, 
416	-	758, 1007, 1008, 473, 1269, 236, 1140, 756, 284, 1498, 702, 73, 1412, 150, 87, 1055, 1419, 120, 65, 1297, 1446, 1492, 848, 828, 1387, 1081, 195, 319, 
1081	-	473, 1269, 236, 756, 284, 1498, 702, 73, 150, 87, 1055, 120, 65, 1297, 1446, 1492, 848, 828, 1387, 416, 195, 847, 319, 1167, 
120	-	1412, 1055, 1297, 1446, 1492, 848, 828, 416, 1081, 928, 780, 1405, 1388, 1098, 1313, 79, 1106, 692, 373, 897, 1272, 85, 847, 146, 1456, 518, 622, 
1098	-	1412, 1055, 1419, 1297, 1446, 1492, 848, 928, 780, 1405, 317, 478, 1388, 54, 323, 992, 120, 1313, 79, 1106, 692, 373, 897, 1272, 85, 
1313	-	1412, 1297, 1446, 1492, 848, 928, 780, 317, 54, 323, 3, 32, 602, 120, 1098, 79, 1106, 692, 373, 897, 1272, 85, 847, 829, 146, 1456, 838, 518, 435, 622, 
79	-	1412, 1055, 1419, 1297, 1446, 1492, 848, 21, 1024, 928, 780, 808, 1405, 317, 478, 1388, 54, 323, 992, 120, 1098, 1313, 1106, 692, 373, 897, 1272, 85, 
1106	-	1446, 848, 317, 478, 1388, 1505, 313, 54, 323, 3, 992, 32, 602, 120, 1098, 1313, 79, 692, 373, 897, 1272, 85, 146, 446, 1456, 518, 
692	-	1412, 1297, 1446, 1492, 848, 828, 928, 780, 120, 1098, 1313, 79, 1106, 373, 897, 1272, 85, 1204, 847, 829, 1476, 146, 1456, 838, 518, 435, 622, 
373	-	317, 1505, 313, 54, 115, 323, 3, 1177, 235, 992, 32, 602, 970, 441, 120, 1098, 1313, 79, 1106, 692, 897, 1272, 85, 146, 446, 
897	-	1412, 1055, 1297, 1446, 1492, 848, 928, 780, 1405, 317, 478, 1388, 54, 323, 992, 32, 120, 1098, 1313, 79, 1106, 692, 373, 1272, 85, 
1272	-	1412, 1446, 848, 21, 1024, 928, 780, 1405, 317, 478, 1388, 1505, 313, 54, 323, 3, 992, 32, 602, 120, 1098, 1313, 79, 1106, 692, 373, 897, 85, 
85	-	1412, 1446, 848, 21, 41, 1024, 928, 780, 808, 1405, 317, 634, 478, 1388, 1505, 313, 54, 323, 3, 992, 32, 120, 1098, 1313, 79, 1106, 692, 373, 897, 1272, 
54	-	317, 478, 1388, 1098, 1313, 79, 1106, 373, 897, 1272, 85, 910, 230, 1505, 313, 115, 323, 3, 1177, 235, 992, 32, 146, 602, 
115	-	373, 230, 311, 955, 173, 623, 49, 988, 1374, 963, 1529, 75, 233, 309, 1357, 1136, 726, 826, 54, 323, 3, 1177, 235, 992, 32, 602, 970, 599, 
323	-	317, 478, 1098, 1313, 79, 1106, 373, 897, 1272, 85, 230, 1505, 313, 49, 54, 115, 3, 1177, 235, 992, 32, 146, 602, 970, 
3	-	1313, 1106, 373, 1272, 85, 49, 233, 54, 115, 323, 1177, 235, 992, 32, 146, 446, 1456, 602, 970, 599, 441, 1424, 
1177	-	373, 230, 311, 955, 173, 49, 988, 1374, 963, 1529, 75, 233, 309, 481, 1357, 1136, 415, 726, 826, 54, 115, 323, 3, 235, 32, 602, 970, 599, 606, 1424, 
235	-	373, 230, 1505, 194, 313, 339, 311, 955, 961, 81, 173, 685, 623, 49, 988, 1374, 963, 1529, 75, 802, 233, 309, 481, 694, 1357, 1136, 54, 115, 323, 3, 1177, 992, 32, 970, 
992	-	21, 1024, 317, 478, 1388, 1098, 79, 1106, 373, 897, 1272, 85, 910, 230, 1505, 194, 985, 313, 339, 54, 115, 323, 3, 235, 32, 
32	-	317, 478, 1313, 1106, 373, 897, 1272, 85, 230, 1505, 313, 49, 233, 54, 115, 323, 3, 1177, 235, 992, 146, 602, 970, 
623	-	230, 194, 339, 115, 235, 311, 293, 332, 955, 824, 961, 81, 225, 173, 429, 859, 685, 1260, 283, 833, 237, 163, 191, 49, 988, 1374, 904, 963, 1, 1529, 75, 802, 233, 309, 481, 694, 1357, 
49	-	230, 194, 115, 323, 3, 1177, 235, 32, 311, 955, 961, 81, 173, 623, 988, 1374, 904, 963, 1, 1529, 75, 802, 233, 309, 481, 694, 1357, 970, 1136, 415, 726, 826, 
988	-	230, 115, 1177, 235, 311, 955, 81, 173, 163, 739, 191, 388, 154, 691, 623, 49, 1374, 904, 963, 1, 1529, 75, 802, 233, 309, 481, 694, 1357, 970, 1136, 152, 415, 726, 747, 826, 
1374	-	230, 194, 115, 1177, 235, 311, 955, 961, 81, 225, 173, 685, 623, 49, 988, 904, 963, 1, 1529, 75, 802, 233, 309, 481, 694, 1357, 970, 1136, 415, 726, 
904	-	311, 293, 332, 955, 824, 961, 81, 225, 173, 429, 1164, 1260, 283, 833, 237, 1415, 163, 739, 191, 388, 526, 691, 623, 49, 988, 1374, 963, 1, 1529, 75, 802, 233, 309, 481, 694, 1357, 415, 
963	-	230, 115, 1177, 235, 311, 955, 824, 961, 81, 225, 173, 429, 1260, 283, 237, 1415, 163, 739, 191, 388, 691, 623, 49, 988, 1374, 904, 1, 1529, 75, 802, 233, 309, 481, 694, 1357, 1136, 415, 
1	-	225, 237, 1415, 163, 739, 191, 388, 526, 154, 691, 623, 49, 988, 1374, 904, 963, 1529, 75, 802, 233, 309, 481, 694, 1357, 1136, 152, 415, 726, 747, 
1529	-	230, 115, 1177, 235, 623, 49, 988, 1374, 904, 963, 1, 75, 802, 233, 309, 481, 694, 1357, 970, 1318, 599, 606, 1136, 152, 1051, 415, 1259, 726, 747, 826, 
75	-	230, 115, 1177, 235, 311, 955, 824, 961, 81, 225, 173, 429, 1260, 283, 237, 1415, 163, 739, 191, 388, 691, 623, 49, 988, 1374, 904, 963, 1, 1529, 802, 233, 309, 481, 694, 1357, 1136, 415, 726, 
802	-	230, 194, 235, 311, 293, 332, 955, 824, 961, 81, 225, 173, 429, 859, 685, 1164, 1260, 283, 833, 237, 163, 191, 623, 49, 988, 1374, 904, 963, 1, 1529, 75, 233, 309, 481, 694, 1357, 
233	-	230, 115, 3, 1177, 235, 32, 311, 955, 961, 81, 173, 623, 49, 988, 1374, 904, 963, 1, 1529, 75, 802, 309, 481, 694, 1357, 970, 1136, 415, 726, 826, 
309	-	115, 1177, 235, 173, 163, 191, 388, 154, 691, 623, 49, 988, 1374, 904, 963, 1, 1529, 75, 802, 233, 481, 694, 1357, 970, 1136, 152, 415, 726, 747, 826, 
481	-	230, 1177, 235, 311, 955, 81, 225, 173, 237, 1415, 163, 739, 191, 388, 154, 691, 623, 49, 988, 1374, 904, 963, 1, 1529, 75, 802, 233, 309, 694, 1357, 1136, 152, 415, 726, 
694	-	235, 311, 955, 81, 225, 173, 283, 237, 1415, 163, 739, 191, 388, 526, 154, 691, 623, 49, 988, 1374, 904, 963, 1, 1529, 75, 802, 233, 309, 481, 1357, 1136, 152, 415, 726, 
1357	-	230, 115, 1177, 235, 311, 955, 81, 173, 623, 49, 988, 1374, 904, 963, 1, 1529, 75, 802, 233, 309, 481, 694, 970, 1136, 152, 415, 726, 747, 826, 
237	-	293, 332, 824, 225, 429, 623, 904, 963, 1, 75, 802, 481, 694, 412, 1164, 1260, 283, 1249, 833, 636, 145, 1014, 68, 1335, 1470, 1415, 163, 1129, 739, 191, 388, 526, 
1470	-	414, 566, 1218, 1014, 68, 594, 1335, 854, 915, 168, 830, 237, 1415, 163, 1129, 739, 191, 388, 526, 691, 374, 1338, 
1415	-	225, 904, 963, 1, 75, 481, 694, 412, 1164, 1260, 283, 833, 636, 145, 1014, 68, 594, 1335, 915, 237, 1470, 163, 1129, 739, 191, 388, 526, 691, 
163	-	225, 623, 988, 904, 963, 1, 75, 802, 309, 481, 694, 283, 1014, 68, 915, 237, 1470, 1415, 1129, 739, 191, 388, 526, 415, 154, 691, 
1129	-	412, 1164, 283, 714, 907, 636, 145, 414, 566, 1218, 1014, 483, 68, 535, 594, 1335, 915, 237, 1470, 1415, 163, 739, 191, 388, 526, 
739	-	988, 904, 963, 1, 75, 481, 694, 1014, 68, 1335, 854, 915, 168, 237, 1470, 1415, 163, 1129, 191, 388, 526, 415, 154, 691, 374, 1502, 1338, 
191	-	225, 623, 988, 904, 963, 1, 75, 802, 309, 481, 694, 412, 1164, 1260, 283, 833, 1014, 68, 237, 1470, 1415, 163, 1129, 739, 388, 526, 415, 691, 
388	-	988, 904, 963, 1, 75, 309, 481, 694, 1014, 68, 915, 168, 237, 1470, 1415, 163, 1129, 739, 191, 526, 1223, 152, 415, 747, 154, 691, 374, 1502, 1338, 
526	-	225, 904, 1, 694, 412, 1164, 1260, 283, 1249, 833, 636, 145, 566, 1014, 68, 594, 1335, 915, 237, 1470, 1415, 163, 1129, 739, 191, 388, 691, 
414	-	1470, 1129, 714, 907, 636, 534, 337, 184, 211, 540, 842, 1454, 476, 350, 566, 1218, 1014, 483, 68, 535, 594, 1335, 1275, 854, 915, 830, 
350	-	714, 907, 636, 492, 836, 534, 368, 551, 1212, 659, 337, 184, 211, 140, 540, 42, 597, 842, 1454, 476, 414, 566, 1218, 483, 68, 535, 594, 1335, 
566	-	412, 1470, 1129, 526, 714, 907, 155, 636, 145, 534, 368, 337, 184, 211, 540, 842, 476, 414, 350, 1218, 1014, 483, 68, 535, 594, 1335, 
1218	-	1470, 1129, 714, 907, 636, 534, 337, 184, 211, 540, 842, 1454, 476, 414, 350, 566, 1014, 483, 68, 535, 594, 1335, 1275, 854, 915, 830, 
1014	-	412, 237, 1470, 1415, 163, 1129, 739, 191, 388, 526, 414, 566, 1218, 68, 594, 1335, 691, 374, 1338, 854, 915, 168, 830, 
483	-	412, 1129, 714, 907, 155, 636, 145, 836, 534, 368, 551, 1212, 659, 337, 184, 211, 540, 842, 1454, 476, 414, 350, 566, 1218, 68, 535, 594, 1335, 
68	-	412, 237, 1470, 1415, 163, 1129, 739, 191, 388, 526, 907, 636, 145, 414, 350, 566, 1218, 1014, 483, 535, 594, 1335, 854, 915, 168, 830, 
535	-	412, 1129, 714, 907, 155, 636, 145, 836, 534, 368, 551, 1212, 659, 337, 184, 211, 540, 842, 1454, 476, 414, 350, 566, 1218, 483, 68, 594, 1335, 
594	-	412, 1470, 1415, 1129, 526, 714, 907, 155, 636, 145, 534, 368, 337, 184, 211, 540, 476, 414, 350, 566, 1218, 1014, 483, 68, 535, 1335, 
1335	-	412, 237, 1470, 1415, 1129, 739, 526, 714, 907, 1237, 155, 636, 145, 534, 337, 211, 540, 414, 350, 566, 1218, 1014, 483, 68, 535, 594, 915, 
1070	-	492, 836, 659, 47, 560, 471, 1280, 976, 1002, 675, 703, 1347, 1287, 1489, 1258, 1192, 1247, 877, 331, 1427, 184, 140, 540, 42, 597, 842, 1454, 476, 1132, 1348, 205, 1042, 1369, 959, 
184	-	414, 350, 566, 1218, 483, 535, 594, 534, 331, 1070, 211, 140, 540, 42, 597, 842, 1454, 476, 1275, 135, 854, 400, 830, 1132, 1348, 205, 1042, 74, 711, 15, 187, 972, 1369, 959, 
211	-	714, 907, 414, 350, 566, 1218, 483, 535, 594, 1335, 492, 836, 534, 1027, 368, 551, 1212, 659, 337, 184, 140, 540, 42, 597, 842, 1454, 476, 
140	-	350, 492, 836, 534, 659, 337, 986, 47, 560, 471, 1280, 675, 703, 1347, 1287, 1489, 331, 1427, 1070, 184, 211, 540, 42, 597, 842, 1454, 476, 1132, 1348, 205, 1042, 1369, 
540	-	714, 907, 414, 350, 566, 1218, 483, 535, 594, 1335, 492, 836, 534, 1027, 368, 551, 1212, 659, 337, 47, 1287, 1070, 184, 211, 140, 42, 597, 842, 1454, 476, 1132, 
42	-	350, 492, 836, 534, 1027, 1212, 659, 337, 865, 193, 986, 401, 47, 560, 471, 1280, 976, 1002, 675, 703, 1347, 1287, 1489, 331, 1427, 1070, 184, 211, 140, 540, 597, 842, 1454, 1132, 205, 1042, 1369, 
597	-	350, 492, 836, 534, 659, 337, 47, 560, 1280, 675, 703, 1347, 1287, 1489, 331, 1427, 1070, 184, 211, 140, 540, 42, 842, 1454, 476, 1132, 1348, 205, 1042, 1369, 
842	-	414, 350, 566, 1218, 483, 535, 492, 836, 534, 659, 337, 47, 560, 675, 1347, 1287, 331, 1427, 1070, 184, 211, 140, 540, 42, 597, 1454, 476, 1275, 830, 1132, 1348, 205, 1042, 74, 711, 15, 972, 1369, 
1454	-	414, 350, 1218, 483, 535, 492, 836, 534, 1027, 551, 1212, 659, 337, 193, 986, 401, 47, 560, 1280, 675, 1347, 1287, 1489, 331, 1427, 1070, 184, 211, 140, 540, 42, 597, 842, 476, 1132, 205, 1042, 1369, 
476	-	414, 350, 566, 1218, 483, 535, 594, 534, 1070, 184, 211, 140, 540, 597, 842, 1454, 1275, 135, 854, 400, 830, 1132, 1348, 205, 1042, 74, 711, 15, 187, 972, 1369, 959, 
560	-	492, 1070, 140, 42, 597, 842, 1454, 401, 47, 552, 962, 471, 1280, 976, 1002, 675, 703, 1347, 1287, 1489, 1132, 1348, 205, 1042, 1369, 1258, 1192, 1247, 877, 331, 993, 1427, 
471	-	492, 1070, 140, 42, 193, 986, 401, 47, 35, 109, 1305, 552, 1210, 563, 656, 1445, 202, 149, 962, 432, 560, 1280, 976, 1002, 675, 703, 1347, 1287, 1489, 205, 1192, 877, 331, 1427, 
1280	-	492, 836, 659, 1070, 140, 42, 597, 1454, 1121, 865, 193, 986, 401, 47, 367, 35, 459, 109, 1305, 552, 202, 560, 471, 976, 1002, 675, 703, 1347, 1287, 1489, 
976	-	492, 1070, 42, 865, 193, 986, 401, 47, 367, 35, 1296, 459, 153, 109, 1305, 552, 1210, 563, 656, 202, 149, 962, 560, 471, 1280, 1002, 675, 703, 1347, 1287, 1489, 
1002	-	1070, 42, 986, 401, 47, 35, 153, 109, 1305, 552, 1210, 563, 656, 1445, 202, 149, 962, 432, 560, 471, 1280, 976, 675, 703, 1347, 1287, 1489, 877, 331, 1427, 
675	-	492, 1070, 140, 42, 597, 842, 1454, 986, 401, 47, 552, 202, 962, 560, 471, 1280, 976, 1002, 703, 1347, 1287, 1489, 205, 1042, 1369, 1258, 1192, 1247, 877, 331, 1427, 
703	-	1070, 140, 42, 597, 47, 552, 563, 656, 1445, 202, 962, 1094, 432, 560, 471, 1280, 976, 1002, 675, 1347, 1287, 1489, 205, 1042, 1369, 1258, 1192, 1247, 1343, 877, 331, 993, 1427, 
1347	-	1070, 140, 42, 597, 842, 1454, 47, 962, 560, 471, 1280, 976, 1002, 675, 703, 1287, 1489, 1132, 1348, 205, 1042, 1369, 959, 1258, 1192, 1247, 1343, 877, 331, 993, 1427, 
1287	-	492, 836, 659, 1070, 140, 540, 42, 597, 842, 1454, 865, 193, 986, 401, 47, 552, 560, 471, 1280, 976, 1002, 675, 703, 1347, 1489, 1132, 205, 1042, 1369, 877, 331, 1427, 
1489	-	1070, 140, 42, 597, 1454, 47, 552, 1445, 962, 432, 560, 471, 1280, 976, 1002, 675, 703, 1347, 1287, 1132, 205, 1042, 1369, 1258, 1192, 1247, 1343, 877, 331, 993, 1427, 
1305	-	471, 1280, 976, 1002, 367, 35, 1296, 459, 153, 109, 644, 866, 1105, 552, 1210, 563, 656, 1445, 202, 1345, 92, 149, 962, 653, 432, 
552	-	193, 986, 401, 47, 560, 471, 1280, 976, 1002, 675, 703, 1287, 1489, 367, 35, 1296, 459, 153, 1376, 109, 1305, 1210, 563, 656, 1445, 202, 1345, 92, 149, 962, 432, 
1210	-	471, 976, 1002, 35, 1296, 153, 109, 1086, 1105, 1383, 1305, 552, 563, 656, 1445, 202, 1345, 92, 149, 962, 1094, 1336, 653, 157, 432, 
563	-	471, 976, 1002, 703, 35, 1296, 153, 109, 1086, 1105, 1305, 552, 1210, 656, 1445, 202, 1345, 92, 149, 962, 1094, 1336, 653, 157, 432, 
656	-	471, 976, 1002, 703, 35, 1296, 153, 109, 1086, 1105, 1383, 1305, 552, 1210, 563, 1445, 202, 1345, 92, 149, 962, 1094, 1336, 653, 157, 432, 
1445	-	471, 1002, 703, 1489, 1383, 1305, 552, 1210, 563, 656, 202, 1345, 149, 1343, 877, 993, 962, 1094, 1278, 1336, 1255, 365, 653, 157, 432, 
202	-	471, 1280, 976, 1002, 675, 703, 367, 35, 1296, 459, 153, 109, 1105, 1305, 552, 1210, 563, 656, 1445, 1345, 92, 149, 962, 653, 432, 
1345	-	35, 1296, 153, 109, 644, 866, 1522, 1086, 1105, 129, 1057, 1383, 117, 1305, 552, 1210, 563, 656, 1445, 202, 92, 149, 1336, 653, 432, 
92	-	367, 832, 35, 1296, 459, 153, 109, 1302, 644, 1475, 866, 1064, 1366, 977, 1522, 1086, 1105, 129, 1057, 1305, 552, 1210, 563, 656, 202, 1345, 149, 1336, 653, 
149	-	471, 976, 1002, 367, 35, 1296, 459, 153, 109, 644, 866, 1105, 1057, 1305, 552, 1210, 563, 656, 1445, 202, 1345, 92, 962, 1336, 653, 432, 
1522	-	1345, 92, 308, 1302, 644, 749, 866, 1064, 1366, 925, 635, 433, 1251, 1009, 336, 600, 1510, 1034, 1268, 1493, 108, 1086, 1105, 57, 129, 1057, 1337, 1336, 505, 923, 117, 
1086	-	1210, 563, 656, 1345, 92, 336, 600, 1522, 1105, 57, 129, 1057, 1337, 1336, 653, 157, 505, 1111, 923, 508, 1383, 117, 1163, 
1105	-	1296, 1305, 1210, 563, 656, 202, 1345, 92, 149, 644, 866, 1064, 1366, 635, 336, 1522, 1086, 57, 129, 1057, 1337, 1336, 653, 505, 923, 1383, 117, 1163, 
57	-	1302, 749, 866, 1064, 1366, 925, 635, 433, 186, 1251, 1009, 336, 600, 175, 1510, 591, 781, 1034, 1494, 1268, 1493, 108, 1522, 1086, 1105, 129, 1057, 1337, 505, 923, 117, 
129	-	1345, 92, 308, 1302, 644, 749, 866, 1064, 1366, 925, 635, 433, 1251, 1009, 336, 600, 1510, 1034, 1268, 1493, 108, 1522, 1086, 1105, 57, 1057, 1337, 505, 923, 117, 
1057	-	1296, 1345, 92, 149, 308, 1302, 644, 1475, 749, 866, 1064, 1366, 977, 448, 925, 635, 433, 1251, 1009, 336, 600, 1510, 1268, 1522, 1086, 1105, 57, 129, 1337, 
1337	-	336, 600, 175, 1510, 781, 1034, 1494, 1268, 1493, 108, 1127, 176, 1522, 1086, 1105, 57, 129, 1057, 1336, 505, 1111, 923, 508, 1383, 117, 1122, 1163, 
336	-	308, 1302, 749, 866, 1064, 1366, 925, 635, 1522, 1086, 1105, 57, 129, 1057, 1337, 433, 186, 1251, 1009, 600, 175, 1510, 591, 781, 1034, 1494, 1268, 1493, 108, 505, 923, 117, 
600	-	749, 925, 635, 1522, 1086, 57, 129, 1057, 1337, 433, 186, 1251, 1009, 896, 336, 175, 1510, 591, 781, 1034, 1494, 1268, 1493, 108, 505, 923, 117, 
175	-	57, 1337, 433, 896, 1109, 1139, 336, 600, 1510, 591, 781, 1034, 1494, 1268, 1493, 108, 505, 923, 117, 1127, 1207, 565, 29, 176, 
1510	-	749, 925, 635, 1522, 57, 129, 1057, 1337, 1453, 1148, 433, 186, 1251, 1441, 1009, 639, 896, 1047, 1026, 336, 600, 175, 591, 781, 1034, 1494, 1268, 1493, 108, 923, 
591	-	635, 57, 1453, 1148, 433, 186, 1251, 1230, 1441, 1009, 86, 334, 1521, 639, 896, 1047, 759, 14, 1507, 1026, 336, 600, 175, 1510, 781, 1034, 1494, 1268, 1493, 108, 
781	-	57, 1337, 433, 186, 1251, 1009, 639, 896, 1047, 759, 1026, 1109, 1139, 336, 600, 175, 1510, 591, 1034, 1494, 1268, 1493, 108, 505, 923, 1127, 565, 176, 
1034	-	1522, 57, 129, 1337, 433, 186, 896, 1026, 1139, 336, 600, 175, 1510, 591, 781, 1494, 1268, 1493, 108, 505, 923, 117, 1127, 1207, 565, 29, 176, 
1494	-	57, 1337, 433, 186, 1251, 1009, 639, 896, 1047, 759, 1507, 1026, 1139, 336, 600, 175, 1510, 591, 781, 1034, 1268, 1493, 108, 923, 1127, 176, 
1268	-	308, 1302, 749, 1064, 1366, 448, 925, 635, 1522, 57, 129, 1057, 1337, 1453, 1148, 433, 186, 1251, 1230, 1441, 408, 1009, 336, 600, 175, 1510, 591, 781, 1034, 1494, 1493, 108, 
1493	-	749, 925, 635, 1522, 57, 129, 1337, 1453, 1148, 433, 186, 1251, 1441, 1009, 639, 896, 1047, 1026, 336, 600, 175, 1510, 591, 781, 1034, 1494, 1268, 108, 923, 
108	-	1522, 57, 129, 1337, 433, 896, 1139, 336, 600, 175, 1510, 591, 781, 1034, 1494, 1268, 1493, 505, 1111, 923, 117, 1127, 1207, 565, 29, 176, 
639	-	1453, 1148, 433, 186, 1251, 1230, 1441, 1510, 591, 781, 1494, 1493, 86, 376, 425, 334, 890, 1521, 137, 896, 1047, 759, 14, 1507, 1026, 
896	-	433, 186, 1441, 600, 175, 1510, 591, 781, 1034, 1494, 1493, 108, 86, 334, 1521, 639, 1047, 759, 14, 1507, 1026, 1109, 1139, 1484, 
1047	-	1453, 1148, 433, 186, 1441, 1510, 591, 781, 1494, 1493, 86, 376, 425, 334, 890, 1521, 64, 137, 639, 896, 759, 14, 1507, 1026, 
759	-	591, 781, 1494, 86, 334, 1521, 1076, 73, 639, 896, 1047, 14, 1507, 1026, 1109, 1236, 1169, 1534, 1139, 1484, 
14	-	591, 86, 376, 425, 334, 890, 1521, 64, 1140, 137, 284, 1076, 1498, 73, 639, 896, 1047, 759, 1507, 1026, 1484, 
1507	-	591, 1494, 86, 376, 425, 334, 890, 1521, 64, 137, 1076, 639, 896, 1047, 759, 14, 1026, 1236, 1534, 1139, 1484, 
1026	-	1148, 433, 186, 1441, 1510, 591, 781, 1034, 1494, 1493, 86, 376, 425, 334, 890, 1521, 137, 639, 896, 1047, 759, 14, 1507, 1139, 
689	-	1076, 73, 1472, 258, 195, 573, 302, 1109, 1236, 1169, 1534, 249, 1139, 1484, 718, 1065, 1289, 938, 
1472	-	756, 284, 1076, 1498, 73, 65, 828, 847, 319, 1167, 689, 258, 195, 573, 302, 1534, 718, 514, 1065, 1289, 
258	-	756, 1076, 73, 319, 1167, 689, 1472, 195, 573, 302, 1236, 1169, 1534, 1484, 718, 514, 1065, 1289, 
195	-	756, 284, 1076, 1498, 73, 65, 1297, 1492, 828, 416, 1081, 847, 319, 1167, 689, 1472, 258, 573, 302, 1534, 
573	-	756, 284, 1076, 1498, 73, 65, 828, 319, 1167, 689, 1472, 258, 195, 302, 1236, 1534, 1484, 1289, 
302	-	756, 284, 1076, 1498, 73, 65, 319, 1167, 689, 1472, 258, 195, 573, 1236, 1169, 1534, 249, 1484, 718, 1065, 1289, 
1204	-	1297, 828, 692, 1456, 94, 838, 518, 435, 622, 458, 1205, 98, 835, 847, 1418, 319, 829, 355, 1476, 1167, 514, 261, 939, 
847	-	756, 1472, 195, 65, 1297, 1492, 828, 1081, 120, 1313, 692, 1456, 838, 518, 435, 622, 98, 1204, 1418, 319, 829, 355, 1476, 1167, 939, 
1418	-	1456, 94, 838, 518, 435, 622, 177, 458, 1205, 98, 835, 1204, 847, 829, 355, 1476, 1167, 454, 939, 
319	-	756, 284, 1498, 73, 1472, 258, 195, 573, 302, 65, 1297, 1492, 828, 416, 1081, 622, 1204, 847, 829, 355, 1476, 1167, 
