id de la partícula "i" 	-	 id's de las partículas cuya distancia borde-borde es menos de rc 
806	-	41, 180, 183, 280, 395, 486, 499, 616, 634, 713, 727, 778, 792, 808, 853, 873, 926, 935, 975, 1023, 1038, 1048, 1062, 1095, 1126, 1147, 1150, 1190, 1191, 1227, 1451, 1455, 1530, 
807	-	20, 66, 89, 116, 139, 158, 196, 226, 437, 438, 516, 554, 631, 696, 730, 736, 876, 968, 1120, 1188, 1250, 1288, 1342, 1474, 
808	-	12, 21, 41, 79, 85, 180, 183, 313, 317, 346, 395, 478, 499, 616, 634, 780, 792, 793, 806, 853, 873, 926, 928, 975, 1024, 1038, 1048, 1062, 1147, 1150, 1190, 1388, 1405, 1412, 1419, 1451, 1455, 1505, 
809	-	127, 147, 199, 204, 366, 460, 572, 584, 589, 800, 822, 934, 950, 1102, 1300, 1309, 1333, 1397, 1503, 
810	-	39, 62, 144, 185, 277, 282, 328, 333, 361, 555, 710, 716, 867, 870, 911, 1011, 1035, 1228, 1245, 1249, 1282, 1286, 1311, 1443, 1519, 
811	-	103, 113, 174, 188, 264, 638, 746, 789, 819, 956, 1121, 1182, 1339, 1344, 1358, 1370, 1376, 1386, 
812	-	72, 121, 133, 148, 171, 364, 572, 589, 619, 752, 783, 796, 800, 893, 933, 934, 1037, 1171, 1195, 1220, 1300, 1312, 1469, 1488, 1500, 
813	-	7, 16, 78, 105, 132, 143, 273, 322, 360, 445, 480, 494, 495, 530, 628, 671, 741, 757, 769, 869, 881, 999, 1091, 1145, 1179, 1222, 1324, 1334, 1368, 1440, 1491, 1513, 1525, 
814	-	110, 151, 244, 252, 312, 407, 517, 544, 646, 673, 729, 740, 762, 982, 1013, 1185, 1211, 1417, 1511, 
815	-	19, 40, 45, 127, 147, 172, 199, 247, 298, 366, 431, 460, 504, 579, 642, 766, 916, 966, 1025, 1050, 1099, 1102, 1276, 1284, 1367, 
816	-	178, 190, 222, 271, 413, 670, 741, 817, 905, 1031, 1080, 1186, 1293, 1303, 1307, 1316, 1400, 1517, 
817	-	118, 141, 161, 254, 335, 520, 667, 670, 803, 804, 816, 905, 1031, 1095, 1158, 1186, 1293, 1303, 1447, 1462, 1465, 1517, 1530, 
818	-	160, 201, 320, 351, 356, 427, 564, 577, 620, 627, 640, 641, 855, 883, 924, 998, 1077, 1442, 1464, 1481, 1486, 
819	-	46, 103, 113, 114, 174, 242, 286, 296, 369, 393, 422, 426, 523, 746, 789, 811, 956, 995, 1061, 1304, 1331, 1339, 1344, 1346, 1365, 1370, 1386, 
820	-	30, 38, 50, 82, 94, 98, 177, 268, 341, 358, 384, 446, 447, 458, 735, 831, 835, 838, 850, 971, 994, 1000, 1079, 1205, 1257, 1485, 
821	-	5, 17, 22, 126, 207, 208, 304, 340, 342, 380, 501, 515, 646, 697, 708, 729, 762, 909, 918, 943, 1090, 1173, 1253, 1395, 1409, 1467, 1527, 
822	-	147, 171, 204, 366, 572, 584, 589, 752, 787, 809, 933, 934, 950, 1074, 1102, 1115, 1174, 1195, 1300, 1309, 1333, 1397, 1435, 1503, 1523, 
823	-	23, 25, 239, 281, 297, 354, 444, 449, 464, 475, 541, 557, 652, 680, 723, 753, 764, 922, 927, 936, 941, 983, 1045, 1196, 1206, 1234, 1263, 1429, 1533, 
824	-	75, 81, 173, 185, 225, 237, 277, 283, 293, 311, 332, 361, 429, 623, 685, 802, 833, 859, 867, 904, 955, 961, 963, 1035, 1164, 1209, 1228, 1249, 1260, 1519, 
825	-	128, 170, 179, 227, 246, 299, 307, 391, 487, 660, 669, 679, 717, 774, 805, 980, 1049, 1066, 1093, 1178, 1281, 1315, 1372, 1398, 1428, 
826	-	49, 115, 134, 152, 233, 253, 263, 309, 384, 415, 441, 599, 606, 668, 726, 747, 970, 988, 994, 1051, 1104, 1136, 1177, 1198, 1257, 1259, 1273, 1318, 1357, 1416, 1424, 1529, 
827	-	91, 190, 240, 254, 343, 362, 378, 434, 542, 547, 645, 670, 724, 743, 804, 846, 861, 886, 953, 984, 1010, 1059, 1080, 1088, 1118, 1125, 1252, 1316, 1400, 
828	-	65, 73, 120, 195, 284, 319, 355, 416, 573, 622, 692, 756, 829, 847, 848, 1081, 1167, 1204, 1297, 1387, 1446, 1472, 1476, 1492, 1498, 
829	-	94, 98, 146, 319, 355, 435, 446, 458, 518, 622, 692, 828, 835, 838, 847, 939, 1167, 1204, 1205, 1297, 1313, 1418, 1456, 1476, 
830	-	15, 68, 74, 135, 168, 184, 187, 400, 414, 476, 711, 842, 854, 915, 959, 972, 1014, 1132, 1218, 1275, 1338, 1348, 1351, 1470, 
831	-	30, 38, 98, 177, 268, 290, 341, 454, 458, 467, 672, 735, 820, 835, 850, 920, 939, 1000, 1069, 1200, 1205, 1437, 1496, 
832	-	35, 80, 92, 109, 153, 188, 210, 264, 367, 448, 453, 459, 638, 644, 686, 866, 977, 1064, 1182, 1208, 1262, 1296, 1302, 1358, 1366, 1376, 1475, 
833	-	81, 145, 185, 191, 225, 237, 277, 283, 293, 332, 361, 412, 429, 526, 623, 636, 802, 824, 867, 904, 1035, 1164, 1228, 1237, 1249, 1260, 1415, 1519, 
834	-	159, 200, 218, 267, 463, 500, 524, 629, 654, 704, 720, 748, 891, 912, 958, 1003, 1021, 1078, 1130, 1168, 1180, 1238, 1426, 1430, 1497, 
835	-	30, 94, 98, 177, 268, 355, 435, 454, 458, 518, 622, 735, 820, 829, 831, 838, 850, 939, 1000, 1204, 1205, 1418, 1456, 1476, 1485, 
836	-	36, 42, 47, 140, 193, 211, 242, 316, 337, 350, 368, 394, 401, 483, 492, 534, 535, 540, 551, 597, 659, 714, 746, 842, 865, 974, 986, 1027, 1070, 1121, 1212, 1280, 1287, 1454, 1466, 
837	-	70, 265, 485, 585, 625, 657, 677, 742, 760, 840, 967, 1004, 1084, 1154, 1161, 1291, 1317, 1432, 1463, 
838	-	94, 98, 146, 177, 355, 435, 441, 446, 458, 518, 599, 602, 622, 692, 735, 820, 829, 835, 847, 939, 1204, 1205, 1313, 1418, 1456, 1476, 1485, 
839	-	48, 56, 97, 206, 220, 390, 396, 417, 498, 612, 678, 720, 732, 748, 761, 772, 908, 944, 957, 1040, 1044, 1142, 1144, 1285, 1294, 1325, 1457, 
840	-	213, 229, 300, 345, 443, 580, 619, 657, 693, 783, 786, 800, 837, 851, 967, 996, 1001, 1004, 1037, 1084, 1156, 1291, 1317, 1432, 1463, 1477, 1501, 
841	-	59, 63, 88, 257, 496, 561, 610, 695, 745, 767, 795, 878, 900, 1116, 1224, 1353, 1439, 1473, 1487, 1515, 
842	-	15, 42, 47, 74, 140, 184, 205, 211, 331, 337, 350, 414, 476, 483, 492, 534, 535, 540, 560, 566, 597, 659, 675, 711, 830, 836, 972, 1042, 1070, 1132, 1218, 1275, 1287, 1347, 1348, 1369, 1427, 1454, 
843	-	116, 182, 259, 314, 348, 436, 437, 527, 559, 581, 730, 776, 797, 876, 892, 931, 969, 1073, 1085, 1107, 1120, 1181, 1270, 1342, 1389, 
844	-	52, 53, 55, 100, 156, 164, 181, 197, 213, 229, 241, 285, 292, 300, 345, 443, 457, 550, 580, 630, 651, 664, 693, 947, 996, 1058, 1068, 1096, 1133, 1141, 1156, 1229, 1243, 1291, 1299, 1449, 1477, 1478, 1483, 1501, 
845	-	27, 67, 130, 187, 383, 385, 398, 452, 607, 650, 681, 959, 972, 993, 1135, 1247, 1258, 1266, 1354, 1509, 
846	-	190, 240, 254, 466, 670, 804, 827, 861, 905, 953, 1010, 1031, 1095, 1118, 1186, 1293, 1447, 1462, 1465, 1530, 
847	-	65, 98, 120, 195, 319, 355, 435, 518, 622, 692, 756, 828, 829, 838, 939, 1081, 1167, 1204, 1297, 1313, 1418, 1456, 1472, 1476, 1492, 
848	-	79, 85, 87, 120, 150, 317, 416, 473, 478, 692, 780, 828, 897, 928, 1055, 1081, 1098, 1106, 1272, 1297, 1313, 1387, 1388, 1405, 1412, 1419, 1446, 1492, 
849	-	18, 26, 51, 99, 221, 276, 289, 352, 370, 482, 532, 556, 698, 721, 790, 872, 889, 942, 1215, 1233, 1240, 1310, 1340, 1433, 
850	-	30, 38, 50, 82, 94, 98, 177, 268, 304, 341, 358, 363, 447, 458, 697, 735, 820, 831, 835, 864, 971, 1000, 1205, 1437, 1459, 1485, 
851	-	213, 229, 424, 580, 619, 657, 693, 783, 786, 800, 840, 967, 996, 1001, 1004, 1037, 1084, 1291, 1300, 1317, 1397, 1421, 1432, 1477, 1501, 
852	-	128, 170, 201, 246, 287, 320, 325, 427, 564, 577, 627, 640, 663, 751, 924, 990, 998, 1049, 1151, 1267, 1406, 1442, 1448, 1461, 
853	-	41, 183, 291, 346, 462, 593, 616, 634, 709, 712, 727, 780, 792, 793, 806, 808, 928, 935, 1024, 1048, 1055, 1062, 1123, 1147, 1150, 1159, 1190, 1329, 1388, 1405, 1412, 1419, 1451, 1455, 
854	-	15, 68, 74, 135, 168, 184, 272, 374, 400, 414, 476, 711, 739, 830, 915, 1014, 1218, 1275, 1338, 1351, 1470, 1502, 
855	-	76, 201, 320, 351, 356, 427, 564, 577, 627, 640, 641, 818, 883, 1077, 1401, 1438, 1461, 1464, 1481, 1486, 
856	-	4, 101, 165, 228, 288, 315, 344, 386, 509, 528, 545, 558, 582, 587, 598, 674, 708, 779, 921, 930, 1097, 1166, 1239, 1256, 1295, 1394, 1411, 1450, 1520, 
857	-	24, 40, 45, 83, 123, 266, 274, 306, 330, 347, 371, 405, 479, 503, 504, 777, 794, 916, 991, 1006, 1016, 1099, 1146, 1232, 1320, 1396, 1408, 
858	-	206, 287, 318, 390, 498, 609, 640, 660, 663, 679, 732, 744, 751, 798, 805, 990, 1044, 1078, 1142, 1144, 1267, 1325, 1406, 1448, 1461, 
859	-	8, 39, 81, 173, 185, 194, 225, 230, 293, 311, 332, 339, 392, 419, 429, 623, 685, 802, 824, 910, 955, 961, 985, 1209, 1260, 1306, 1504, 
860	-	69, 275, 404, 423, 519, 533, 583, 608, 688, 725, 785, 964, 1018, 1029, 1041, 1054, 1075, 1160, 1214, 1254, 1279, 1332, 1479, 1526, 
861	-	190, 240, 254, 434, 466, 542, 670, 743, 804, 827, 846, 905, 953, 1010, 1095, 1118, 1186, 1400, 1447, 1530, 
862	-	37, 112, 131, 136, 324, 329, 375, 420, 451, 465, 477, 574, 647, 770, 773, 879, 880, 883, 932, 946, 1112, 1385, 1438, 1480, 
863	-	56, 156, 220, 285, 327, 605, 612, 678, 782, 979, 981, 1133, 1141, 1299, 1326, 1328, 1382, 1457, 1495, 1508, 
864	-	17, 38, 82, 268, 290, 304, 341, 342, 358, 363, 380, 447, 658, 682, 697, 850, 909, 918, 945, 971, 1392, 1437, 1459, 1467, 1496, 
865	-	36, 42, 46, 47, 113, 193, 242, 316, 401, 492, 551, 659, 746, 836, 956, 974, 976, 986, 995, 1027, 1121, 1212, 1280, 1287, 1344, 1358, 1466, 
866	-	57, 80, 92, 109, 129, 149, 153, 308, 336, 448, 635, 644, 686, 749, 832, 925, 977, 1009, 1057, 1064, 1105, 1208, 1262, 1296, 1302, 1305, 1345, 1366, 1475, 1522, 
867	-	145, 155, 185, 277, 283, 293, 332, 361, 412, 555, 636, 716, 810, 824, 833, 887, 911, 1011, 1035, 1060, 1164, 1228, 1237, 1249, 1260, 1282, 1443, 1519, 
868	-	56, 102, 220, 287, 307, 318, 390, 498, 549, 612, 633, 660, 679, 732, 751, 782, 805, 981, 1040, 1066, 1202, 1285, 1315, 1325, 1372, 1398, 1428, 1495, 
869	-	7, 16, 105, 132, 143, 273, 322, 360, 402, 445, 480, 494, 495, 530, 538, 628, 671, 741, 757, 813, 881, 999, 1091, 1145, 1179, 1222, 1324, 1334, 1368, 1440, 1491, 1513, 1525, 
870	-	39, 62, 106, 144, 277, 282, 328, 333, 361, 442, 455, 555, 655, 710, 716, 738, 810, 929, 1011, 1035, 1226, 1244, 1245, 1286, 1307, 1443, 1515, 
871	-	204, 289, 370, 491, 532, 787, 790, 889, 940, 942, 948, 1015, 1074, 1115, 1174, 1217, 1233, 1283, 1308, 1310, 1340, 1352, 1435, 1523, 
872	-	26, 51, 93, 99, 210, 221, 276, 338, 352, 409, 482, 488, 567, 755, 790, 849, 889, 942, 1215, 1233, 1240, 1310, 1340, 1363, 1433, 
873	-	8, 12, 21, 41, 161, 180, 183, 280, 395, 419, 499, 616, 634, 713, 727, 792, 806, 808, 926, 975, 1023, 1024, 1033, 1038, 1048, 1126, 1150, 1158, 1190, 1191, 1248, 1447, 1451, 1455, 1462, 1504, 1530, 
874	-	71, 196, 231, 251, 294, 295, 305, 438, 439, 461, 543, 554, 611, 631, 666, 736, 776, 882, 968, 1022, 1087, 1120, 1184, 1187, 1270, 1298, 1379, 1528, 
875	-	34, 162, 280, 372, 410, 428, 462, 466, 469, 472, 511, 570, 614, 618, 648, 687, 690, 712, 727, 731, 778, 935, 1023, 1092, 1191, 1227, 1360, 
876	-	116, 139, 226, 348, 437, 559, 581, 730, 797, 807, 843, 892, 931, 1120, 1270, 1342, 1379, 1389, 
877	-	205, 331, 383, 385, 432, 471, 560, 675, 703, 962, 993, 1002, 1042, 1070, 1094, 1192, 1247, 1258, 1261, 1287, 1343, 1347, 1369, 1427, 1445, 1489, 
878	-	59, 63, 124, 212, 273, 413, 496, 561, 610, 695, 745, 767, 769, 841, 900, 1028, 1116, 1224, 1473, 1487, 1513, 1515, 1525, 
879	-	37, 112, 136, 182, 259, 324, 329, 348, 375, 411, 420, 451, 574, 647, 773, 862, 880, 931, 932, 946, 1052, 1085, 1112, 1385, 1480, 
880	-	37, 112, 329, 348, 375, 420, 451, 493, 574, 581, 632, 647, 773, 862, 879, 892, 931, 932, 946, 1052, 1216, 1385, 
881	-	7, 105, 124, 178, 212, 222, 273, 445, 480, 496, 530, 561, 671, 741, 745, 769, 813, 869, 999, 1028, 1059, 1091, 1145, 1179, 1224, 1316, 1324, 1334, 1368, 1440, 1513, 1525, 
882	-	60, 71, 89, 91, 119, 196, 231, 294, 305, 349, 362, 438, 516, 543, 554, 611, 631, 645, 676, 699, 736, 768, 874, 903, 968, 984, 1017, 1088, 1187, 1188, 1298, 1458, 1528, 
883	-	58, 76, 131, 136, 198, 351, 420, 451, 465, 477, 641, 737, 770, 818, 855, 862, 946, 1112, 1393, 1438, 1480, 
884	-	6, 93, 122, 219, 234, 260, 382, 409, 539, 553, 567, 626, 755, 765, 895, 899, 1005, 1176, 1189, 1292, 1361, 1373, 1381, 1433, 1524, 
885	-	260, 274, 289, 347, 370, 532, 621, 755, 790, 794, 889, 940, 942, 1119, 1193, 1233, 1240, 1241, 1264, 1340, 1352, 1391, 1433, 1514, 
886	-	60, 91, 119, 190, 240, 343, 349, 362, 378, 389, 434, 542, 547, 645, 661, 724, 743, 768, 804, 827, 903, 953, 984, 1017, 1080, 1088, 1118, 1125, 1252, 1400, 1404, 1420, 
887	-	13, 90, 155, 238, 245, 394, 722, 867, 911, 1060, 1201, 1203, 1228, 1237, 1282, 1311, 1321, 1519, 1531, 
888	-	22, 169, 182, 259, 290, 314, 324, 342, 411, 421, 576, 658, 682, 700, 914, 918, 945, 969, 973, 1200, 1225, 1362, 1413, 1423, 1496, 1518, 
889	-	18, 26, 51, 93, 99, 221, 276, 289, 338, 352, 370, 409, 482, 537, 556, 790, 849, 871, 872, 885, 942, 1215, 1233, 1240, 1310, 1340, 1433, 
890	-	14, 86, 334, 376, 425, 639, 1008, 1026, 1043, 1047, 1076, 1140, 1269, 1301, 1356, 1507, 1521, 
891	-	112, 159, 200, 218, 329, 465, 524, 629, 654, 834, 912, 954, 1052, 1078, 1114, 1157, 1216, 1238, 1426, 1430, 
892	-	116, 182, 259, 348, 437, 527, 559, 581, 647, 730, 773, 797, 843, 876, 880, 931, 1052, 1085, 1120, 1342, 1389, 
893	-	72, 121, 133, 171, 255, 364, 491, 586, 589, 590, 596, 615, 752, 812, 933, 934, 1117, 1195, 1217, 1283, 1308, 1319, 1402, 1403, 1431, 1444, 1469, 1523, 
894	-	217, 224, 262, 275, 278, 310, 387, 423, 468, 521, 533, 608, 902, 964, 1018, 1029, 1041, 1046, 1138, 1490, 1506, 1526, 
895	-	6, 122, 203, 234, 260, 382, 490, 539, 553, 567, 588, 626, 637, 665, 755, 765, 884, 899, 1005, 1176, 1189, 1292, 1378, 1381, 1524, 
896	-	14, 86, 108, 175, 186, 334, 433, 591, 600, 639, 759, 781, 1026, 1034, 1047, 1109, 1139, 1441, 1484, 1493, 1494, 1507, 1510, 1521, 
897	-	32, 54, 79, 85, 120, 317, 323, 373, 478, 692, 780, 848, 928, 992, 1055, 1098, 1106, 1272, 1297, 1313, 1388, 1405, 1412, 1446, 1492, 
898	-	67, 102, 214, 299, 450, 470, 487, 497, 562, 607, 650, 681, 723, 728, 788, 937, 1020, 1101, 1128, 1131, 1135, 1221, 1266, 1327, 1354, 1377, 1425, 1509, 
899	-	6, 203, 234, 260, 382, 490, 588, 626, 637, 665, 884, 895, 901, 1005, 1176, 1292, 1378, 1381, 1524, 
900	-	59, 63, 124, 212, 271, 413, 496, 561, 695, 745, 767, 841, 878, 1224, 1244, 1307, 1473, 1487, 1515, 
901	-	203, 232, 248, 428, 469, 474, 490, 511, 570, 588, 624, 637, 648, 665, 706, 750, 791, 899, 1092, 
902	-	78, 104, 132, 143, 217, 262, 310, 322, 360, 387, 423, 468, 495, 521, 894, 1046, 1271, 1414, 1490, 1491, 
903	-	60, 71, 91, 119, 196, 231, 294, 305, 343, 349, 362, 378, 389, 542, 543, 547, 645, 661, 676, 699, 736, 743, 768, 882, 886, 968, 984, 1017, 1088, 1187, 1252, 1420, 1458, 1528, 
904	-	1, 49, 75, 81, 163, 173, 191, 225, 233, 237, 283, 293, 309, 311, 332, 388, 415, 429, 481, 526, 623, 691, 694, 739, 802, 824, 833, 955, 961, 963, 988, 1164, 1260, 1357, 1374, 1415, 1529, 
905	-	118, 141, 161, 335, 484, 520, 667, 670, 803, 804, 816, 817, 846, 861, 1031, 1095, 1158, 1186, 1248, 1293, 1303, 1447, 1462, 1465, 1517, 1530, 
906	-	43, 52, 53, 142, 181, 197, 239, 241, 281, 381, 440, 444, 449, 457, 506, 550, 617, 630, 664, 936, 1036, 1045, 1063, 1096, 1133, 1234, 1243, 1263, 1371, 1422, 1429, 1449, 1460, 1483, 
907	-	68, 145, 155, 211, 337, 350, 368, 412, 414, 483, 534, 535, 540, 551, 566, 594, 636, 714, 1060, 1129, 1201, 1212, 1218, 1237, 1335, 1466, 
908	-	48, 97, 267, 270, 396, 417, 463, 500, 704, 720, 732, 748, 761, 772, 839, 944, 957, 1044, 1082, 1130, 1137, 1168, 1349, 
909	-	5, 17, 22, 38, 169, 207, 208, 304, 341, 342, 358, 363, 380, 447, 501, 515, 658, 682, 697, 821, 864, 918, 943, 945, 1173, 1413, 1437, 1459, 1467, 1496, 
910	-	8, 12, 21, 54, 173, 194, 230, 311, 313, 317, 339, 419, 478, 499, 616, 634, 685, 859, 955, 961, 975, 985, 992, 1024, 1033, 1306, 1504, 1505, 
911	-	13, 62, 90, 238, 277, 328, 333, 361, 555, 604, 710, 716, 722, 733, 810, 867, 887, 1011, 1035, 1060, 1203, 1228, 1245, 1282, 1311, 1321, 1443, 1519, 
912	-	112, 159, 200, 218, 524, 629, 654, 720, 748, 834, 891, 1021, 1044, 1078, 1157, 1168, 1180, 1238, 1426, 1430, 
913	-	83, 260, 266, 274, 330, 347, 382, 405, 479, 621, 665, 755, 794, 951, 989, 1005, 1071, 1119, 1193, 1241, 1264, 1320, 1408, 1452, 
914	-	58, 136, 290, 324, 658, 672, 682, 700, 737, 888, 920, 945, 973, 1069, 1112, 1200, 1225, 1362, 1393, 1413, 1423, 1496, 1532, 
915	-	68, 135, 163, 168, 374, 388, 400, 414, 526, 691, 739, 830, 854, 1014, 1129, 1218, 1275, 1335, 1338, 1351, 1415, 1470, 1502, 
916	-	19, 24, 40, 45, 123, 127, 172, 199, 366, 371, 431, 460, 504, 579, 766, 777, 815, 857, 966, 1006, 1025, 1099, 1367, 1396, 1514, 
917	-	44, 125, 209, 232, 248, 303, 321, 359, 502, 575, 706, 719, 750, 784, 952, 1019, 1134, 1183, 1380, 1458, 1482, 
918	-	17, 22, 169, 208, 290, 304, 342, 358, 363, 501, 515, 576, 658, 682, 697, 700, 821, 864, 888, 909, 943, 945, 1185, 1225, 1413, 1423, 1437, 1467, 1496, 
919	-	31, 88, 273, 496, 507, 531, 536, 610, 695, 715, 769, 801, 987, 1028, 1116, 1143, 1330, 1439, 1468, 1473, 1487, 1512, 
920	-	30, 58, 290, 454, 467, 672, 700, 831, 914, 945, 973, 1000, 1069, 1089, 1200, 1225, 1362, 1393, 1413, 1423, 1496, 1532, 
921	-	4, 101, 165, 192, 228, 263, 288, 315, 344, 386, 509, 528, 545, 582, 587, 598, 674, 683, 779, 856, 930, 1166, 1239, 1256, 1295, 1394, 1411, 1450, 
922	-	23, 142, 181, 239, 281, 297, 444, 449, 464, 470, 475, 557, 652, 723, 764, 823, 927, 936, 983, 1045, 1206, 1234, 1263, 1327, 1429, 
923	-	29, 57, 108, 117, 129, 175, 176, 336, 505, 508, 565, 600, 684, 781, 1034, 1086, 1105, 1111, 1122, 1127, 1163, 1207, 1290, 1336, 1337, 1375, 1383, 1493, 1494, 1510, 1522, 
924	-	111, 128, 160, 170, 201, 246, 250, 320, 325, 356, 427, 564, 577, 592, 613, 620, 627, 640, 663, 818, 852, 938, 949, 990, 998, 1113, 1151, 1207, 1323, 1442, 1448, 1461, 1464, 1516, 
925	-	57, 80, 95, 129, 186, 308, 336, 408, 433, 448, 600, 635, 644, 749, 866, 977, 1009, 1057, 1064, 1108, 1230, 1251, 1262, 1268, 1302, 1366, 1453, 1475, 1493, 1510, 1522, 
926	-	8, 12, 21, 41, 161, 180, 183, 280, 395, 419, 499, 616, 634, 713, 727, 792, 806, 808, 873, 975, 1023, 1024, 1033, 1038, 1048, 1126, 1150, 1158, 1190, 1191, 1248, 1447, 1451, 1455, 1462, 1504, 1530, 
927	-	0, 23, 25, 189, 239, 281, 297, 301, 353, 354, 444, 464, 541, 578, 643, 652, 680, 753, 823, 922, 936, 941, 983, 1045, 1196, 1206, 1234, 1265, 1314, 1429, 1499, 1533, 
928	-	21, 41, 79, 85, 120, 183, 317, 346, 478, 616, 634, 692, 780, 792, 808, 848, 853, 897, 1024, 1048, 1055, 1062, 1098, 1150, 1272, 1313, 1388, 1405, 1412, 1419, 1446, 1492, 
929	-	39, 62, 106, 118, 141, 144, 271, 282, 333, 413, 442, 455, 484, 555, 655, 710, 716, 738, 803, 870, 1011, 1226, 1244, 1245, 1286, 1303, 1307, 1443, 1515, 1517, 
930	-	28, 61, 344, 404, 525, 528, 545, 582, 587, 598, 643, 708, 725, 856, 921, 1097, 1160, 1165, 1295, 1314, 1410, 1411, 1479, 1520, 
931	-	116, 259, 329, 348, 375, 437, 493, 527, 559, 574, 581, 632, 647, 730, 773, 843, 876, 879, 880, 892, 932, 1052, 1085, 1216, 1342, 1385, 1389, 
932	-	37, 112, 131, 136, 324, 329, 375, 420, 451, 465, 477, 574, 647, 737, 770, 773, 862, 879, 880, 931, 946, 1112, 1385, 1438, 1480, 
933	-	72, 133, 171, 364, 491, 572, 589, 590, 615, 752, 787, 812, 822, 893, 934, 950, 1074, 1117, 1195, 1283, 1300, 1308, 1312, 1431, 1469, 1523, 
934	-	72, 133, 171, 491, 572, 584, 589, 752, 787, 809, 812, 822, 893, 933, 950, 1074, 1117, 1174, 1195, 1283, 1300, 1308, 1309, 1312, 1333, 1523, 
935	-	162, 291, 346, 462, 570, 593, 709, 712, 727, 778, 793, 806, 853, 875, 1053, 1062, 1123, 1147, 1150, 1159, 1170, 1191, 1227, 1329, 1341, 1360, 1455, 
936	-	23, 239, 281, 297, 301, 444, 449, 506, 578, 652, 680, 823, 906, 922, 927, 983, 1036, 1039, 1045, 1196, 1206, 1234, 1263, 1265, 1422, 1429, 1460, 1499, 1533, 
937	-	67, 130, 299, 391, 450, 487, 497, 607, 650, 681, 723, 728, 788, 898, 1020, 1032, 1101, 1128, 1131, 1135, 1221, 1261, 1266, 1327, 1354, 1377, 1425, 1436, 1509, 
938	-	111, 160, 249, 320, 356, 427, 564, 565, 613, 620, 627, 924, 1065, 1109, 1113, 1139, 1169, 1236, 1289, 1323, 1464, 1484, 1516, 1534, 
939	-	30, 94, 98, 177, 261, 355, 435, 454, 458, 467, 514, 518, 622, 672, 829, 831, 835, 838, 847, 1000, 1089, 1167, 1204, 1205, 1418, 1456, 1476, 
940	-	123, 204, 289, 370, 532, 787, 790, 794, 871, 885, 942, 966, 1015, 1025, 1074, 1115, 1174, 1233, 1240, 1264, 1340, 1352, 1391, 1396, 1435, 1514, 
941	-	23, 25, 189, 297, 353, 354, 456, 510, 541, 643, 680, 701, 753, 823, 927, 983, 1165, 1196, 1206, 1213, 1265, 1364, 1499, 1533, 
942	-	18, 26, 51, 99, 221, 276, 338, 352, 370, 409, 482, 537, 556, 698, 721, 849, 871, 872, 885, 889, 940, 1182, 1215, 1233, 1240, 1310, 1340, 1433, 
943	-	17, 22, 110, 126, 151, 169, 207, 208, 342, 421, 501, 515, 517, 576, 646, 729, 762, 821, 909, 918, 969, 1185, 1211, 1518, 
944	-	48, 206, 390, 417, 463, 498, 609, 720, 732, 744, 748, 761, 772, 798, 839, 908, 957, 1040, 1044, 1078, 1142, 1144, 1168, 1285, 
945	-	17, 169, 290, 342, 363, 576, 658, 682, 700, 864, 888, 909, 914, 918, 920, 973, 1069, 1200, 1225, 1362, 1413, 1423, 1437, 1496, 1532, 
946	-	37, 58, 76, 112, 131, 136, 329, 375, 420, 451, 465, 477, 574, 641, 647, 737, 770, 862, 879, 880, 883, 932, 1112, 1385, 1438, 1480, 
947	-	52, 53, 55, 100, 156, 164, 181, 197, 213, 229, 241, 285, 292, 300, 345, 377, 443, 457, 550, 580, 630, 651, 664, 693, 844, 996, 1058, 1068, 1133, 1141, 1156, 1229, 1243, 1299, 1449, 1477, 1478, 1483, 1501, 
948	-	18, 51, 114, 276, 369, 393, 491, 556, 698, 721, 752, 871, 1217, 1310, 1319, 1346, 1370, 
949	-	29, 111, 128, 170, 176, 179, 246, 250, 325, 508, 565, 592, 613, 627, 684, 717, 924, 980, 1049, 1093, 1111, 1113, 1122, 1127, 1151, 1178, 1207, 1290, 1323, 1375, 1442, 1516, 
950	-	19, 127, 147, 171, 204, 366, 460, 584, 589, 787, 809, 822, 933, 934, 966, 1025, 1074, 1102, 1115, 1174, 1300, 1309, 1333, 1397, 1435, 1503, 
951	-	83, 260, 266, 382, 621, 665, 913, 989, 1005, 1071, 1119, 1176, 1193, 1241, 1292, 1320, 1378, 1381, 1408, 
952	-	125, 209, 232, 248, 379, 410, 466, 502, 548, 575, 614, 690, 706, 719, 750, 784, 917, 1019, 1092, 1134, 1183, 1380, 1482, 
953	-	190, 240, 254, 378, 434, 466, 542, 670, 724, 743, 804, 827, 846, 861, 886, 984, 1010, 1080, 1095, 1118, 1186, 1400, 
954	-	76, 112, 131, 329, 351, 465, 641, 654, 744, 891, 1077, 1157, 1385, 1401, 1438, 1480, 1486, 
955	-	49, 75, 81, 115, 173, 194, 225, 230, 233, 235, 293, 311, 332, 339, 429, 481, 623, 685, 694, 802, 824, 859, 904, 910, 961, 963, 985, 988, 1177, 1209, 1306, 1357, 1374, 1505, 
956	-	46, 103, 113, 174, 193, 242, 264, 316, 638, 746, 789, 811, 819, 865, 986, 995, 1121, 1339, 1344, 1358, 1386, 
957	-	48, 97, 243, 267, 270, 396, 417, 463, 678, 704, 720, 761, 772, 839, 908, 944, 1040, 1082, 1124, 1130, 1155, 1285, 1294, 1355, 1457, 
