id de la partícula "i" 	-	 id's de las partículas cuya distancia borde-borde es menos de rc 
332	-	39, 81, 173, 185, 225, 237, 277, 283, 293, 311, 361, 429, 623, 685, 802, 824, 833, 859, 867, 904, 955, 961, 1011, 1035, 1164, 1209, 1228, 1249, 1260, 1443, 1519, 
333	-	39, 62, 106, 144, 185, 277, 282, 328, 361, 442, 455, 555, 655, 710, 716, 738, 810, 870, 911, 929, 1011, 1035, 1209, 1226, 1244, 1245, 1286, 1443, 
334	-	14, 86, 186, 376, 425, 591, 639, 759, 890, 896, 1026, 1043, 1047, 1140, 1148, 1441, 1453, 1507, 1521, 
335	-	118, 161, 240, 254, 280, 372, 486, 520, 667, 687, 713, 803, 817, 905, 1023, 1031, 1095, 1126, 1158, 1186, 1293, 1303, 1447, 1462, 1465, 1517, 1530, 
336	-	57, 108, 117, 129, 175, 186, 308, 433, 505, 591, 600, 635, 749, 781, 866, 923, 925, 1009, 1034, 1057, 1064, 1086, 1105, 1251, 1268, 1302, 1337, 1366, 1493, 1494, 1510, 1522, 
337	-	36, 42, 140, 155, 211, 350, 368, 394, 414, 483, 492, 534, 535, 540, 551, 566, 594, 597, 636, 659, 714, 836, 842, 907, 974, 1027, 1201, 1212, 1218, 1335, 1454, 1466, 
338	-	11, 26, 80, 93, 99, 210, 219, 221, 352, 357, 409, 453, 482, 488, 529, 537, 539, 567, 872, 889, 942, 1108, 1162, 1189, 1215, 1240, 1262, 1361, 1363, 1373, 1433, 1434, 
339	-	8, 12, 81, 173, 194, 230, 235, 311, 313, 419, 429, 623, 685, 859, 910, 955, 961, 985, 992, 1033, 1209, 1306, 1504, 1505, 
340	-	5, 126, 207, 228, 380, 501, 515, 519, 525, 528, 582, 598, 646, 688, 708, 725, 729, 740, 821, 1090, 1097, 1173, 1253, 1332, 1395, 1409, 1410, 1520, 1527, 
341	-	17, 30, 38, 50, 82, 177, 268, 304, 358, 363, 447, 697, 735, 820, 831, 850, 864, 909, 971, 1000, 1079, 1392, 1437, 1459, 1485, 1496, 
342	-	17, 22, 151, 169, 208, 304, 363, 421, 501, 515, 517, 576, 658, 682, 697, 700, 821, 864, 888, 909, 918, 943, 945, 969, 1185, 1225, 1413, 1423, 1437, 1496, 1518, 
343	-	91, 119, 190, 349, 362, 378, 389, 402, 403, 538, 547, 569, 724, 743, 768, 804, 827, 886, 903, 978, 984, 1059, 1080, 1088, 1118, 1125, 1179, 1252, 1316, 1400, 1404, 1420, 
344	-	28, 61, 165, 404, 509, 525, 528, 545, 582, 587, 598, 856, 921, 930, 1097, 1165, 1295, 1411, 1450, 1520, 
345	-	9, 55, 100, 164, 213, 215, 216, 229, 285, 292, 300, 377, 424, 443, 457, 580, 651, 693, 840, 844, 947, 996, 1058, 1068, 1141, 1156, 1175, 1229, 1291, 1299, 1421, 1477, 1478, 1501, 
346	-	21, 41, 183, 478, 499, 616, 634, 780, 792, 793, 808, 853, 928, 935, 1024, 1048, 1055, 1062, 1123, 1147, 1150, 1159, 1190, 1388, 1405, 1412, 1419, 1451, 1455, 
347	-	24, 40, 83, 123, 260, 266, 274, 330, 382, 405, 479, 621, 755, 794, 857, 885, 913, 1006, 1016, 1119, 1193, 1241, 1264, 1320, 1391, 1396, 1408, 1514, 
348	-	116, 226, 259, 437, 493, 527, 559, 581, 632, 647, 730, 773, 797, 843, 876, 879, 880, 892, 931, 1052, 1085, 1216, 1342, 1389, 
349	-	60, 71, 91, 119, 231, 294, 305, 343, 362, 378, 389, 542, 543, 547, 645, 661, 676, 699, 736, 743, 768, 882, 886, 903, 968, 984, 1017, 1088, 1125, 1187, 1252, 1298, 1420, 1458, 1528, 
350	-	42, 68, 140, 184, 211, 337, 368, 414, 476, 483, 492, 534, 535, 540, 551, 566, 594, 597, 636, 659, 714, 836, 842, 907, 1212, 1218, 1335, 1454, 
351	-	76, 131, 201, 356, 465, 564, 577, 640, 641, 770, 818, 855, 883, 954, 1077, 1267, 1401, 1438, 1461, 1464, 1480, 1481, 1486, 
352	-	18, 26, 51, 210, 221, 276, 338, 453, 537, 556, 638, 698, 721, 849, 872, 889, 942, 1182, 1208, 1215, 1240, 1310, 1370, 
353	-	25, 33, 189, 297, 354, 398, 399, 452, 456, 464, 510, 541, 557, 571, 652, 701, 753, 927, 941, 983, 1083, 1206, 1213, 1364, 
354	-	23, 25, 33, 189, 297, 353, 399, 456, 464, 510, 541, 557, 571, 652, 701, 753, 823, 927, 941, 983, 1196, 1206, 1213, 1265, 1364, 
355	-	94, 98, 261, 319, 435, 454, 458, 514, 518, 622, 828, 829, 835, 838, 847, 939, 1167, 1204, 1205, 1297, 1418, 1456, 1476, 
356	-	160, 201, 320, 351, 427, 564, 577, 620, 627, 640, 641, 705, 763, 818, 855, 924, 938, 1077, 1113, 1442, 1464, 1481, 1516, 
357	-	11, 80, 93, 95, 210, 219, 221, 308, 338, 408, 409, 448, 453, 482, 488, 529, 539, 775, 977, 1108, 1162, 1189, 1208, 1262, 1361, 1363, 1373, 1434, 1475, 
358	-	17, 38, 50, 82, 268, 304, 341, 363, 380, 447, 697, 735, 820, 850, 864, 909, 918, 971, 1079, 1392, 1437, 1459, 1467, 1496, 
359	-	60, 66, 89, 158, 196, 303, 321, 438, 516, 631, 676, 696, 699, 719, 917, 1134, 1188, 1458, 
360	-	7, 78, 104, 105, 132, 143, 217, 273, 322, 468, 480, 494, 495, 507, 521, 671, 769, 813, 869, 902, 999, 1091, 1145, 1324, 1334, 1414, 1491, 
361	-	39, 185, 277, 293, 328, 332, 333, 555, 716, 810, 824, 833, 867, 870, 911, 1011, 1035, 1164, 1228, 1245, 1249, 1260, 1282, 1443, 1519, 
362	-	60, 71, 91, 119, 240, 343, 349, 378, 379, 389, 434, 502, 542, 547, 645, 661, 676, 724, 743, 768, 827, 882, 886, 903, 984, 1017, 1088, 1118, 1125, 1252, 1458, 
363	-	17, 38, 82, 169, 208, 268, 290, 304, 341, 342, 358, 380, 447, 658, 682, 697, 850, 864, 909, 918, 945, 971, 1200, 1413, 1437, 1459, 1467, 1496, 
364	-	72, 121, 133, 148, 171, 255, 430, 491, 523, 586, 590, 596, 603, 615, 734, 752, 796, 812, 893, 933, 1117, 1195, 1220, 1246, 1308, 1319, 1402, 1403, 1431, 1444, 1469, 1471, 1523, 
365	-	157, 179, 391, 432, 653, 669, 774, 962, 993, 1032, 1094, 1163, 1255, 1261, 1274, 1278, 1336, 1343, 1383, 1436, 1445, 
366	-	19, 123, 127, 147, 172, 199, 204, 460, 532, 579, 584, 787, 809, 815, 822, 916, 950, 966, 1025, 1074, 1099, 1102, 1115, 1174, 1309, 1333, 1352, 1396, 1435, 1514, 
367	-	35, 92, 109, 149, 153, 188, 202, 264, 401, 459, 552, 638, 644, 686, 832, 976, 986, 1280, 1296, 1305, 1358, 1376, 1386, 
368	-	36, 155, 211, 245, 316, 337, 350, 394, 483, 513, 534, 535, 540, 551, 566, 594, 659, 714, 836, 907, 974, 1027, 1060, 1201, 1212, 1237, 1466, 1531, 
369	-	103, 113, 114, 174, 296, 393, 523, 556, 698, 721, 789, 819, 948, 1217, 1304, 1319, 1331, 1339, 1346, 1370, 
370	-	204, 289, 532, 721, 787, 790, 849, 871, 885, 889, 940, 942, 1015, 1074, 1115, 1174, 1233, 1240, 1283, 1310, 1340, 1352, 1391, 1435, 1514, 
371	-	24, 40, 45, 77, 96, 166, 223, 306, 330, 503, 504, 777, 857, 916, 991, 1006, 1016, 1056, 1146, 1197, 1232, 1277, 1350, 1367, 
372	-	34, 240, 254, 280, 335, 472, 486, 520, 618, 667, 687, 731, 875, 1023, 1095, 1227, 1530, 
373	-	3, 32, 54, 79, 85, 115, 120, 146, 235, 313, 317, 323, 441, 446, 602, 692, 897, 970, 992, 1098, 1106, 1177, 1272, 1313, 1505, 
374	-	135, 154, 168, 192, 272, 388, 400, 683, 691, 739, 854, 915, 1014, 1152, 1223, 1338, 1351, 1399, 1407, 1470, 1502, 
375	-	37, 58, 136, 182, 259, 324, 329, 411, 420, 451, 477, 574, 647, 737, 773, 862, 879, 880, 931, 932, 946, 973, 1085, 1112, 1385, 1480, 
376	-	14, 86, 334, 425, 601, 639, 890, 1026, 1043, 1047, 1140, 1269, 1301, 1356, 1507, 1521, 
377	-	9, 55, 97, 100, 156, 164, 215, 216, 229, 243, 247, 270, 285, 292, 298, 345, 396, 424, 678, 947, 1058, 1068, 1072, 1124, 1141, 1155, 1175, 1229, 1294, 1299, 1355, 1421, 1457, 1478, 
378	-	60, 91, 119, 190, 240, 343, 349, 362, 389, 434, 542, 547, 645, 661, 724, 743, 768, 804, 827, 886, 903, 953, 984, 1010, 1017, 1080, 1088, 1118, 1125, 1252, 1400, 1420, 
379	-	60, 125, 209, 240, 362, 410, 434, 466, 472, 502, 542, 548, 575, 614, 645, 661, 676, 690, 719, 743, 952, 984, 1017, 1134, 1183, 1380, 1458, 
380	-	5, 17, 126, 207, 208, 228, 304, 340, 358, 363, 447, 501, 515, 598, 697, 708, 821, 864, 909, 1173, 1295, 1392, 1395, 1459, 1467, 1520, 1527, 
381	-	43, 53, 181, 197, 239, 281, 326, 440, 449, 506, 550, 568, 617, 625, 906, 1036, 1039, 1054, 1063, 1096, 1103, 1149, 1172, 1263, 1371, 1422, 1429, 1449, 1460, 
382	-	83, 260, 266, 274, 330, 347, 405, 479, 621, 626, 665, 755, 794, 884, 895, 899, 913, 951, 1005, 1071, 1119, 1193, 1241, 1264, 1320, 1391, 1408, 
383	-	27, 67, 130, 331, 385, 398, 607, 650, 681, 845, 877, 959, 972, 993, 1135, 1192, 1247, 1258, 1261, 1266, 1343, 1354, 1509, 
384	-	50, 82, 134, 263, 441, 446, 558, 599, 606, 668, 726, 735, 820, 826, 970, 971, 994, 1051, 1079, 1104, 1198, 1231, 1257, 1259, 1273, 1318, 1416, 1424, 1485, 
385	-	15, 27, 130, 187, 205, 331, 383, 398, 650, 845, 877, 959, 972, 993, 1042, 1135, 1192, 1247, 1258, 1343, 1348, 1354, 1369, 1427, 1509, 
386	-	4, 101, 165, 192, 228, 253, 263, 288, 315, 509, 545, 558, 598, 668, 674, 779, 856, 921, 1051, 1079, 1104, 1166, 1198, 1223, 1231, 1239, 1256, 1259, 1273, 1295, 1394, 1416, 1450, 
387	-	104, 252, 262, 423, 521, 544, 673, 740, 894, 902, 964, 1013, 1018, 1041, 1046, 1075, 1271, 1511, 1526, 
388	-	1, 68, 75, 152, 154, 163, 168, 191, 237, 309, 374, 415, 481, 526, 691, 694, 739, 747, 904, 915, 963, 988, 1014, 1129, 1223, 1338, 1415, 1470, 1502, 
389	-	16, 71, 91, 119, 294, 305, 343, 349, 362, 378, 397, 402, 403, 538, 543, 547, 569, 724, 768, 886, 903, 978, 1059, 1088, 1118, 1125, 1179, 1222, 1252, 1298, 1400, 1404, 1420, 
390	-	48, 206, 287, 318, 498, 549, 609, 612, 660, 679, 732, 744, 751, 761, 798, 805, 839, 858, 868, 944, 1040, 1044, 1142, 1144, 1202, 1267, 1285, 1325, 1406, 1428, 1495, 
391	-	179, 227, 299, 307, 365, 450, 487, 497, 669, 717, 728, 774, 788, 825, 937, 1032, 1066, 1093, 1101, 1221, 1255, 1261, 1266, 1274, 1278, 1281, 1425, 1436, 1509, 
392	-	8, 12, 39, 118, 185, 419, 442, 484, 685, 738, 859, 985, 1033, 1158, 1209, 1248, 1286, 1306, 1504, 
393	-	18, 51, 114, 369, 556, 698, 721, 789, 819, 948, 1217, 1304, 1310, 1319, 1331, 1339, 1346, 1370, 
394	-	36, 46, 155, 242, 245, 316, 337, 368, 422, 513, 551, 649, 659, 714, 746, 836, 887, 974, 995, 1012, 1027, 1060, 1121, 1201, 1212, 1466, 1531, 
395	-	8, 12, 21, 41, 180, 183, 280, 419, 499, 616, 634, 713, 727, 792, 806, 808, 873, 926, 975, 1023, 1024, 1033, 1038, 1048, 1126, 1150, 1158, 1190, 1191, 1248, 1451, 1455, 1462, 1504, 
396	-	48, 55, 56, 97, 100, 156, 216, 243, 270, 377, 417, 612, 678, 761, 772, 839, 908, 957, 1040, 1068, 1082, 1124, 1155, 1294, 1299, 1355, 1457, 1478, 
397	-	16, 71, 119, 294, 305, 389, 402, 403, 439, 494, 522, 538, 543, 547, 569, 628, 666, 757, 768, 978, 1087, 1125, 1145, 1184, 1222, 1298, 1404, 1420, 1528, 
398	-	25, 27, 33, 67, 130, 353, 383, 385, 399, 452, 464, 557, 607, 650, 652, 681, 753, 845, 983, 1020, 1083, 1135, 1213, 1266, 1354, 
399	-	2, 25, 33, 135, 187, 272, 353, 354, 398, 400, 452, 456, 510, 541, 571, 701, 1083, 1152, 1213, 1351, 1364, 1407, 
400	-	15, 74, 135, 168, 184, 187, 272, 374, 399, 452, 476, 571, 711, 830, 854, 915, 959, 972, 1083, 1132, 1275, 1338, 1348, 1351, 
401	-	35, 42, 47, 109, 193, 367, 459, 471, 492, 552, 560, 659, 675, 746, 836, 865, 976, 986, 1002, 1027, 1121, 1280, 1287, 1358, 1454, 
402	-	16, 119, 343, 389, 397, 403, 494, 538, 543, 547, 569, 628, 671, 757, 869, 978, 1091, 1125, 1145, 1179, 1222, 1298, 1324, 1334, 1368, 1404, 1420, 
403	-	16, 91, 119, 294, 305, 343, 389, 397, 402, 439, 494, 522, 538, 543, 547, 569, 628, 666, 757, 768, 978, 1087, 1088, 1125, 1145, 1179, 1184, 1222, 1252, 1298, 1368, 1404, 1420, 
404	-	0, 28, 61, 69, 344, 519, 525, 528, 583, 587, 643, 680, 688, 725, 785, 860, 930, 1097, 1160, 1165, 1196, 1214, 1254, 1265, 1314, 1410, 1411, 1479, 1499, 
405	-	24, 40, 83, 123, 260, 266, 274, 306, 330, 347, 382, 479, 621, 755, 794, 857, 913, 1006, 1016, 1119, 1193, 1241, 1264, 1320, 1396, 1408, 1514, 
406	-	138, 167, 251, 295, 312, 407, 439, 461, 522, 595, 666, 673, 754, 982, 1013, 1022, 1087, 1184, 1219, 1271, 1417, 1511, 
407	-	138, 167, 252, 312, 406, 439, 461, 522, 595, 673, 754, 814, 982, 1013, 1219, 1271, 1417, 1511, 
408	-	11, 80, 95, 186, 219, 256, 308, 357, 433, 448, 488, 529, 635, 749, 775, 925, 960, 977, 1009, 1064, 1108, 1148, 1162, 1230, 1251, 1268, 1302, 1361, 1363, 1366, 1373, 1434, 1441, 1453, 1475, 
409	-	11, 26, 93, 99, 210, 219, 221, 338, 357, 453, 482, 488, 529, 539, 567, 872, 884, 889, 942, 1108, 1162, 1189, 1215, 1240, 1361, 1363, 1373, 1433, 1434, 
410	-	125, 209, 232, 240, 248, 254, 379, 428, 434, 466, 469, 472, 502, 511, 542, 548, 575, 614, 618, 648, 661, 687, 690, 706, 719, 731, 875, 952, 1134, 1183, 1380, 
411	-	37, 136, 169, 182, 259, 314, 324, 375, 421, 451, 527, 559, 576, 647, 658, 700, 879, 888, 969, 973, 1073, 1085, 1225, 1413, 1423, 1518, 
412	-	68, 145, 155, 191, 237, 283, 483, 526, 535, 566, 594, 636, 714, 833, 867, 907, 1014, 1129, 1164, 1228, 1237, 1249, 1260, 1335, 1415, 1519, 
413	-	63, 124, 212, 222, 271, 455, 561, 655, 710, 745, 803, 816, 878, 900, 929, 1224, 1226, 1244, 1303, 1307, 1487, 1515, 
414	-	68, 184, 211, 337, 350, 476, 483, 534, 535, 540, 566, 594, 636, 714, 830, 842, 854, 907, 915, 1014, 1129, 1218, 1275, 1335, 1454, 1470, 
415	-	1, 49, 75, 152, 154, 163, 191, 233, 253, 309, 388, 481, 691, 694, 726, 739, 747, 826, 904, 963, 970, 988, 1136, 1177, 1223, 1259, 1357, 1374, 1529, 
416	-	65, 73, 87, 120, 150, 195, 236, 284, 319, 473, 702, 756, 758, 828, 848, 1007, 1008, 1055, 1081, 1140, 1269, 1297, 1387, 1412, 1419, 1446, 1492, 1498, 
417	-	48, 97, 243, 267, 270, 396, 463, 642, 678, 704, 720, 761, 772, 839, 908, 944, 957, 1082, 1124, 1130, 1137, 1155, 1294, 1349, 1355, 1457, 
418	-	198, 261, 454, 467, 514, 672, 705, 718, 763, 997, 1065, 1069, 1089, 1199, 1289, 1393, 1532, 
419	-	8, 12, 21, 180, 194, 313, 339, 392, 395, 484, 499, 616, 634, 685, 859, 873, 910, 926, 975, 985, 1024, 1033, 1038, 1158, 1209, 1248, 1306, 1504, 1505, 
420	-	37, 58, 112, 131, 136, 324, 329, 375, 451, 477, 574, 647, 737, 770, 862, 879, 880, 883, 932, 946, 1112, 1385, 1438, 1480, 
421	-	22, 110, 151, 169, 182, 259, 314, 342, 411, 436, 517, 527, 576, 658, 682, 700, 888, 943, 969, 1073, 1085, 1107, 1181, 1185, 1413, 1423, 1518, 
422	-	46, 84, 103, 174, 242, 245, 286, 296, 316, 394, 426, 513, 523, 649, 789, 819, 995, 1012, 1061, 1194, 1304, 1331, 1365, 1384, 1531, 
423	-	224, 262, 275, 278, 387, 468, 521, 533, 583, 608, 860, 894, 902, 964, 1018, 1029, 1041, 1046, 1075, 1138, 1279, 1506, 1526, 
424	-	9, 55, 100, 164, 213, 215, 216, 229, 243, 292, 298, 345, 377, 580, 693, 851, 996, 1058, 1068, 1072, 1155, 1156, 1175, 1229, 1276, 1284, 1421, 1477, 1478, 1501, 1503, 
425	-	14, 86, 334, 376, 601, 639, 890, 1026, 1043, 1047, 1140, 1269, 1301, 1507, 1521, 
426	-	10, 46, 84, 103, 114, 174, 286, 296, 422, 489, 523, 649, 819, 1012, 1061, 1194, 1304, 1331, 1365, 1384, 
427	-	111, 160, 201, 320, 325, 356, 564, 577, 613, 620, 627, 640, 705, 763, 818, 852, 855, 924, 938, 998, 1113, 1151, 1323, 1442, 1464, 1516, 
428	-	34, 162, 232, 248, 410, 462, 469, 472, 511, 570, 618, 624, 648, 712, 731, 778, 791, 875, 901, 1092, 1227, 1341, 1360, 
429	-	39, 75, 81, 173, 185, 194, 225, 230, 237, 277, 283, 293, 311, 332, 339, 623, 685, 802, 824, 833, 859, 904, 955, 961, 963, 1035, 1164, 1209, 1249, 1260, 
430	-	88, 121, 255, 257, 364, 489, 512, 586, 596, 603, 615, 707, 734, 795, 796, 1220, 1246, 1359, 1402, 1403, 1439, 1444, 1469, 1471, 1500, 
431	-	19, 45, 96, 172, 199, 247, 267, 460, 500, 504, 642, 766, 777, 815, 916, 1030, 1050, 1110, 1137, 1349, 1367, 
432	-	149, 157, 202, 365, 471, 552, 563, 653, 656, 703, 877, 962, 993, 1002, 1094, 1210, 1255, 1278, 1305, 1336, 1343, 1345, 1383, 1445, 1489, 
433	-	57, 86, 95, 108, 129, 175, 186, 308, 336, 408, 591, 600, 635, 639, 749, 781, 896, 925, 960, 1009, 1026, 1034, 1047, 1057, 1064, 1148, 1230, 1251, 1268, 1302, 1366, 1441, 1453, 1493, 1494, 1510, 1522, 
434	-	60, 209, 240, 254, 362, 378, 379, 410, 466, 472, 502, 542, 548, 645, 661, 690, 743, 804, 827, 861, 886, 953, 984, 1010, 1017, 1134, 
435	-	94, 98, 146, 177, 355, 446, 458, 518, 622, 692, 829, 835, 838, 847, 939, 1167, 1204, 1205, 1297, 1313, 1418, 1456, 1476, 1485, 
436	-	110, 138, 151, 251, 295, 314, 421, 461, 517, 527, 559, 576, 595, 776, 797, 843, 969, 982, 1022, 1073, 1085, 1107, 1181, 1211, 1219, 1270, 1389, 1417, 1518, 
437	-	116, 226, 348, 527, 559, 581, 730, 797, 807, 843, 876, 892, 931, 1120, 1270, 1342, 1379, 1389, 
438	-	66, 71, 89, 196, 231, 359, 516, 554, 611, 631, 676, 699, 736, 807, 874, 882, 968, 1120, 1187, 1188, 1379, 1528, 
439	-	138, 167, 231, 251, 294, 295, 305, 397, 403, 406, 407, 461, 522, 543, 569, 595, 611, 666, 754, 776, 874, 978, 982, 1022, 1087, 1184, 1219, 1270, 1298, 1404, 1420, 1528, 
440	-	43, 181, 197, 281, 326, 381, 449, 506, 550, 568, 617, 625, 906, 1036, 1039, 1054, 1063, 1096, 1103, 1138, 1149, 1172, 1263, 1371, 1422, 1429, 1449, 1460, 
441	-	3, 50, 94, 134, 146, 373, 384, 446, 518, 599, 602, 606, 735, 826, 838, 970, 994, 1205, 1257, 1318, 1424, 1456, 1485, 
442	-	39, 62, 106, 118, 141, 282, 333, 392, 455, 484, 716, 738, 870, 929, 1011, 1031, 1226, 1244, 1245, 1248, 1286, 1303, 1307, 1443, 1465, 1517, 
443	-	43, 197, 213, 229, 285, 292, 300, 345, 457, 550, 580, 617, 625, 651, 657, 677, 693, 840, 844, 947, 996, 1058, 1063, 1096, 1156, 1229, 1291, 1317, 1371, 1449, 1463, 1477, 1501, 
444	-	23, 43, 52, 53, 142, 181, 197, 239, 241, 281, 449, 475, 506, 550, 652, 664, 764, 823, 906, 922, 927, 936, 1036, 1045, 1206, 1234, 1243, 1263, 1429, 1460, 1483, 1533, 
445	-	7, 105, 124, 178, 212, 222, 273, 480, 494, 495, 496, 530, 671, 741, 745, 813, 869, 881, 999, 1059, 1091, 1145, 1179, 1224, 1316, 1324, 1334, 1368, 1440, 1513, 1525, 
446	-	3, 50, 94, 98, 146, 177, 373, 384, 435, 441, 518, 599, 602, 622, 735, 820, 829, 838, 994, 1106, 1205, 1257, 1424, 1456, 1476, 1485, 
447	-	5, 17, 38, 50, 82, 268, 304, 341, 358, 363, 380, 558, 697, 735, 820, 850, 864, 909, 971, 1079, 1231, 1392, 1437, 1459, 1467, 
448	-	11, 80, 95, 210, 308, 357, 408, 453, 488, 529, 635, 644, 686, 749, 775, 832, 866, 925, 960, 977, 1009, 1057, 1064, 1108, 1162, 1208, 1230, 1251, 1262, 1268, 1302, 1363, 1366, 1373, 1434, 1453, 1475, 
449	-	23, 43, 52, 53, 142, 181, 197, 239, 241, 281, 301, 381, 440, 444, 475, 506, 550, 568, 578, 617, 630, 664, 823, 906, 922, 936, 1036, 1039, 1045, 1063, 1172, 1234, 1243, 1263, 1422, 1429, 1449, 1460, 1483, 1533, 
450	-	102, 227, 299, 307, 391, 487, 497, 562, 728, 788, 898, 937, 1032, 1066, 1101, 1128, 1131, 1221, 1266, 1281, 1315, 1327, 1377, 1398, 1425, 1436, 
451	-	37, 58, 136, 182, 259, 324, 329, 375, 411, 420, 477, 574, 647, 737, 770, 862, 879, 880, 883, 932, 946, 973, 1112, 1385, 1438, 1480, 
452	-	25, 27, 33, 67, 135, 187, 272, 353, 398, 399, 400, 510, 541, 571, 753, 845, 972, 1083, 1152, 1213, 1351, 1407, 
453	-	11, 80, 188, 210, 221, 264, 338, 352, 357, 409, 448, 482, 488, 537, 638, 686, 832, 977, 1108, 1182, 1208, 1215, 1262, 1363, 1475, 
454	-	30, 98, 177, 261, 355, 418, 458, 467, 514, 672, 831, 835, 920, 939, 997, 1000, 1069, 1089, 1199, 1205, 1418, 1476, 1532, 
455	-	62, 63, 106, 144, 271, 282, 328, 333, 413, 442, 555, 604, 655, 710, 716, 733, 870, 929, 1226, 1244, 1245, 1286, 1307, 1515, 
456	-	2, 33, 165, 189, 192, 272, 353, 354, 399, 510, 541, 571, 683, 701, 779, 941, 1083, 1152, 1213, 1364, 1394, 1399, 1407, 
457	-	43, 52, 53, 164, 181, 197, 213, 241, 285, 292, 300, 345, 443, 550, 580, 617, 630, 651, 664, 693, 844, 906, 947, 996, 1058, 1063, 1068, 1096, 1133, 1141, 1156, 1229, 1243, 1291, 1299, 1371, 1449, 1477, 1483, 1501, 
458	-	30, 94, 98, 177, 261, 268, 355, 435, 454, 467, 518, 622, 672, 735, 820, 829, 831, 835, 838, 850, 939, 1000, 1204, 1205, 1418, 1456, 1476, 1485, 
459	-	35, 92, 109, 149, 153, 188, 202, 264, 367, 401, 552, 638, 644, 686, 832, 976, 986, 1280, 1296, 1305, 1358, 1376, 1386, 
460	-	19, 40, 127, 147, 172, 199, 204, 366, 431, 579, 766, 809, 815, 916, 950, 966, 1025, 1050, 1099, 1102, 1115, 1276, 1284, 1333, 1396, 1503, 
461	-	110, 138, 167, 251, 295, 406, 407, 436, 439, 522, 595, 611, 666, 754, 776, 874, 982, 1022, 1087, 1107, 1181, 1184, 1211, 1219, 1270, 1417, 
462	-	162, 291, 428, 570, 593, 709, 712, 727, 778, 793, 853, 875, 935, 1053, 1062, 1123, 1147, 1159, 1170, 1191, 1227, 1329, 1341, 1360, 1455, 
463	-	267, 270, 417, 500, 629, 642, 704, 720, 748, 834, 908, 944, 957, 1021, 1030, 1082, 1110, 1130, 1137, 1168, 1349, 1426, 
464	-	23, 25, 67, 297, 353, 354, 398, 541, 557, 607, 652, 681, 723, 753, 764, 823, 922, 927, 983, 1020, 1045, 1128, 1206, 1327, 1354, 
465	-	76, 112, 131, 329, 351, 574, 641, 654, 744, 770, 862, 883, 891, 932, 946, 954, 1077, 1157, 1401, 1438, 1480, 1481, 1486, 
466	-	125, 209, 240, 254, 379, 410, 434, 472, 486, 502, 542, 548, 614, 618, 648, 661, 687, 690, 731, 846, 861, 875, 952, 953, 1010, 1134, 1227, 1380, 
467	-	30, 261, 418, 454, 458, 514, 672, 718, 831, 920, 939, 997, 1000, 1069, 1089, 1199, 1393, 1532, 
468	-	78, 132, 217, 262, 278, 310, 322, 360, 423, 485, 521, 760, 894, 902, 1161, 1414, 1490, 1506, 
469	-	34, 125, 232, 248, 410, 428, 474, 511, 570, 624, 648, 731, 791, 875, 901, 1092, 
470	-	102, 142, 214, 327, 475, 497, 562, 652, 723, 764, 898, 922, 981, 1020, 1128, 1131, 1327, 1328, 1377, 1425, 1508, 
471	-	35, 42, 47, 109, 140, 149, 193, 202, 205, 331, 401, 432, 492, 552, 560, 563, 656, 675, 703, 877, 962, 976, 986, 1002, 1070, 1192, 1210, 1280, 1287, 1305, 1347, 1427, 1445, 1489, 
472	-	34, 240, 254, 280, 372, 379, 410, 428, 434, 466, 486, 618, 648, 687, 731, 875, 1023, 1095, 1227, 
473	-	64, 65, 87, 137, 150, 236, 284, 291, 416, 702, 756, 758, 848, 1007, 1008, 1055, 1081, 1140, 1269, 1301, 1356, 1387, 1412, 1419, 1492, 1498, 
474	-	203, 232, 234, 469, 511, 570, 624, 791, 901, 1092, 
475	-	52, 53, 142, 181, 197, 214, 239, 241, 327, 444, 449, 470, 562, 630, 652, 664, 723, 764, 823, 922, 1045, 1234, 1243, 1327, 1483, 1508, 
476	-	15, 74, 135, 140, 184, 187, 205, 211, 350, 400, 414, 483, 534, 535, 540, 566, 594, 597, 711, 830, 842, 854, 959, 972, 1042, 1070, 1132, 1218, 1275, 1348, 1369, 1454, 
477	-	37, 58, 131, 136, 324, 375, 420, 451, 737, 770, 862, 883, 932, 946, 973, 1112, 1362, 1385, 1393, 1438, 1480, 1532, 
478	-	21, 32, 41, 54, 79, 85, 183, 313, 317, 323, 346, 499, 616, 634, 780, 792, 808, 848, 897, 910, 928, 992, 1024, 1048, 1062, 1098, 1106, 1150, 1272, 1388, 1405, 1412, 1419, 1446, 1505, 
479	-	24, 40, 83, 123, 266, 274, 289, 330, 347, 382, 405, 579, 621, 755, 777, 790, 794, 857, 913, 966, 1006, 1016, 1025, 1099, 1119, 1193, 1241, 1264, 1320, 1396, 1408, 1514, 
480	-	7, 78, 105, 124, 132, 273, 322, 360, 445, 495, 496, 507, 530, 671, 769, 813, 869, 881, 987, 999, 1028, 1091, 1145, 1324, 1334, 1368, 1440, 1491, 1513, 1525, 
481	-	1, 49, 75, 81, 152, 154, 163, 173, 191, 225, 230, 233, 235, 237, 309, 311, 388, 415, 623, 691, 694, 726, 739, 802, 904, 955, 963, 988, 1136, 1177, 1357, 1374, 1415, 1529, 
